Vessel	Condition	Description	Label	Time (h)	Time in condition (h)	Pyruvate (mM)	Glucose (mM)	Trehalose (mM)	Acetate (mM)	Lactate (mM)	Succinate (mM)	Formate (mM)	Butyrate (mM)	Blautia hydrogenotrophica (10^5 cells/uL)	Bacteroides thetaiotaomicron (10^5 cells/uL)	Roseburia intestinalis (10^5 cells/uL)
A6_C2_V7	control	control conditions	E1_C1	0	0	10.33036638	10.0202682	0.707072364	2.507462751	0.78942582	0.661754597	0.993358966	0.22714961	0.100359228	0.053445626	0.017123013
A6_C2_V7	control	control conditions	E1_C2	8	8	8.348793727	8.689491932	0.553844892	6.159969452	0.841662812	0.991895957	0.819649752	0.299873268	2.360131636	1.050931594	0.020462064
A6_C2_V7	control	control conditions	E1_C3	16	16	0.099392449	0.777374915	0.162099536	15.54859196	1.021177334	5.585550539	0.856420158	1.760877031	2.24984467	9.177112773	0.410866222
A6_C2_V7	control	control conditions	E1_C4	24	24	0	0.48171434	0.252398034	12.7205451	1.611162967	4.845946446	0.689268991	4.473542575	2.114266899	5.889452231	0.960802072
A6_C2_V7	control	control conditions	E1_C5	32	32	0	0.198472494	0.307071126	9.11193047	2.123769161	3.606656404	0.741422092	6.601668637	0.860357018	4.348999806	0.557833107
A6_C2_V7	control	control conditions	E1_C6	40	40	0	0.077390049	0.36181447	6.704051014	2.282435003	2.895228247	0.850027491	8.77716109	0.819150853	4.143729454	1.149901794
A6_C2_V7	control	control conditions	E1_C7	48	48	0	0.085248128	0.448288339	5.700039613	2.506355062	2.912124887	1.033186256	11.60287079	0.610574487	5.419235385	2.984634089
A6_C2_V7	control	control conditions	E1_C8	56	56	0	0.072384637	0.451882601	5.074005678	2.405239837	2.55552443	1.05708023	11.63757714	0.612917507	0.000329897	0.000412371
A6_C2_V7	control	control conditions	E1_C9	64	64	0	0.059521146	0.455476863	4.447971742	2.304124613	2.198923973	1.080974205	11.67228349	0.615260528	5.848708786	4.800871947
A6_C2_V7	control	control conditions	E1_C10	72	72	0	0.064781726	0.480411441	5.012382234	2.198027569	2.22621243	0.96619359	12.84248877	0.371130128	6.460413339	4.672917769
A6_C2_V7	control	control conditions	E1_C11	80	80	0	0.058459069	0.139877789	6.251961924	1.703302131	1.991349771	0.934059166	12.37869438	2.366263439	5.794480192	4.607202037
A6_C2_V7	control	control conditions	E1_C12	88	88	0	0.053918213	0	8.275535161	1.27518615	1.854411281	1.068092273	12.96180851	1.743214202	2.715923636	2.368371583
A6_C2_V7	perturbation	ongoing pH perturbation	E1_P1	96	8	0	0.05951385	0	9.501430851	1.061420305	2.011935177	1.18374814	15.2017711	1.575488151	5.867611515	5.640557441
A6_C2_V7	perturbation	ongoing pH perturbation	E1_P2	104	16	0	0.055825953	0	7.547407905	0.747115689	1.569417579	0.961137688	13.92016429	1.271097864	3.703075473	3.767017467
A6_C2_V7	perturbation	post pH perturbation	E1_P3	112	24	0.433060516	0.162788261	0.083761758	6.858907234	0.637448155	1.314021505	0.766669752	12.78788722	1.478221874	2.466378247	3.187928288
A6_C2_V7	perturbation	post pH perturbation	E1_P4	120	8	2.630350311	1.910299407	0.16149778	6.218607173	0.78401362	1.411345331	0.758933929	9.970126968	1.050346267	2.448216428	2.192691775
A6_C2_V7	perturbation	post pH perturbation	E1_P5	128	16	4.440094407	3.681098643	0.248686742	5.127105799	0.612695045	1.285480839	0.801641408	7.484697176	0.587481583	2.122782643	1.513399334
A6_C2_V7	perturbation	post pH perturbation	E1_P6	136	24	5.809945938	4.811491306	0.312081626	4.425401847	0.575746962	1.205187481	0.834341067	5.764759364	0.492892207	0.956868071	0.621044181
A6_C2_V7	perturbation	post pH perturbation	E1_P7	144	32	7.904594283	6.580129658	0.407552368	4.496094385	0.614897555	1.373896899	1.012265296	5.017319685	0.583354363	1.009238837	1.207865629
A6_C2_V7	perturbation	ongoing feed perturbation	E1_P8	152	2	7.08857117	5.908267693	0.371157544	4.170162806	0.513819627	1.384143108	0.911935548	4.545643833	0.474585552	0.934459497	0.827845751
A6_C2_V7	perturbation	ongoing feed perturbation	E1_P9	160	10	7.051410448	5.856115696	0.368474505	4.315380722	0.516546075	1.529662647	0.916843724	4.593870578	0.42628506	1.273759359	0.762004961
A6_C2_V7	perturbation	ongoing feed perturbation	E1_P10	168	18	9.973908562	8.449694101	0.494710596	3.288922357	0.611178628	1.133870453	1.091227239	2.058793743	0.189029126	0.552357836	0.385832178
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P11	176	26	9.823965334	8.266194219	0.482526622	2.906984577	0.548143005	0.980874422	1.049099298	1.467856489	0.155957647	0.284761503	0.21168685
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P12	184	34	9.745408489	8.073629211	0.480057832	3.06778665	0.581498288	1.035864839	1.234005736	0.001488504	0.046748368	0.860705937	0.063149998
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P13	192	42	6.71875334	5.308322628	0.562127096	8.381408227	0.943223576	4.621105063	2.866711624	0.872301659	0.031234923	9.585997791	0.026896739
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P14	200	50	1.583260362	1.295543896	0.557078983	11.0586594	1.43401582	7.970089366	2.250206101	0.576740531	0.017770298	6.409549004	0.02451643
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P15	208	58	0.994783871	1.109362985	0.541550301	11.24928736	1.423423386	8.807188811	1.919047192	0.446104917	0.015231396	5.197506346	0.015846806
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P16	216	66	1.52006442	1.836609451	0.560552045	11.2469799	1.591580061	9.149791776	1.932340871	0.347098007	0.019916746	3.96412962	0.021659462
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P17	224	74	2.171813176	2.448747659	0.528284798	9.898177897	1.867086297	7.846460062	1.474927423	0.374721013	0.009995008	2.104237211	0.014625464
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P18	232	82	3.177158293	3.294426443	0.514357032	8.702539308	2.020315268	6.768200947	1.375114926	0.243484804	0.012746708	2.099701468	0.021092767
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P19	240	90	4.816631212	4.595718703	0.566647905	8.4683663	2.721418271	6.409892291	1.400479196	0.200451798	0.006630439	2.15200985	0.011002685
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P20	248	98	5.44307609	4.874089093	0.509165579	7.177132474	2.372173703	5.12750443	1.317210354	0.171960082	0.007276802	1.976913104	0.00986411
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P21	256	106	5.172981612	4.026793448	0.498713289	7.568703535	1.832066679	5.545920953	1.491747043	0.128478282	0.005231472	3.733500593	0.007310647
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P22	264	114	3.734301171	2.550747195	0.578559042	10.81587171	2.355381174	8.578165443	1.741002372	0.114492665	0.005858904	3.770204962	0.003743189
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P23	272	122	1.618919127	1.192464146	0.38724113	7.36196406	1.470150873	6.138672091	1.107649361	0.130701631	0	2.691664144	0.001135856
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P24	280	130	2.436736773	1.643372817	0.513866221	10.17312356	2.788605679	8.747447245	1.550439698	0.081790102	0	3.224950943	0.001749057
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P25	288	138	3.101136309	1.904952255	0.565405001	11.33948658	3.400949952	9.735170406	1.852748944	0.077960031	0	5.48586459	0.001025293
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P26	296	146	3.06440991	1.715413519	0.512756455	10.38805727	3.338944854	8.687024599	1.669220235	0.059614563	0.002520565	4.992835134	0.001344301
A6_C2_V7	perturbation	post pH/feed perturbation	E1_P27	308	158	2.260441012	0.998808963	0.511260313	11.22479602	3.710781526	9.392857717	1.652290083	0.066213676	0	7.028772278	0.001427722
A6_C2_V8	control	control conditions	E1_C1	0	0	10.0917616	9.880882708	0.693420037	2.436031436	0.773684049	0.637186417	0.958031876	0.226028834	0.043298246	0.047408449	0.018936919
A6_C2_V8	control	control conditions	E1_C2	8	8	7.993456948	8.15619844	0.484887964	7.174669564	0.821254887	1.174939166	0.831115137	0.358279639	2.838711273	1.774247284	0.086900521
A6_C2_V8	control	control conditions	E1_C3	16	16	0	0.274728899	0.107986453	14.82238806	0.750507883	4.784771093	0.667248729	2.783383022	4.526891939	8.536576892	0.717219239
A6_C2_V8	control	control conditions	E1_C4	24	24	0	0.070363196	0.183441902	9.942083602	0.91736581	3.503907496	0.70659109	7.408524733	2.251691023	10.22911065	2.717180358
A6_C2_V8	control	control conditions	E1_C5	32	32	0	0.062619992	0.238143361	5.474049359	0.925399831	2.842891547	0.663863705	9.834763189	1.134786237	4.908355112	2.443117437
A6_C2_V8	control	control conditions	E1_C6	40	40	0	0.06154821	0.294067969	4.340470927	1.080938648	2.613162594	0.724103032	11.6933344	0.731459656	4.269406275	1.549196049
A6_C2_V8	control	control conditions	E1_C7	48	48	0	0.067115445	0.223853987	4.999659672	1.133971722	2.778574678	1.037391003	12.92079993	2.24065934	11.54804559	5.633608141
A6_C2_V8	control	control conditions	E1_C8	56	56	0	0.062132741	0	6.522062608	0.813383483	2.375943484	0.820080725	12.78172371	3.358470204	6.531481522	4.149048145
A6_C2_V8	control	control conditions	E1_C9	64	64	0	0.064696894	0	7.454479345	0.63801377	2.195305105	0.958436813	13.82672319	3.4432874	9.306182161	5.510486236
A6_C2_V8	control	control conditions	E1_C10	72	72	0	0.065338363	0	8.814435477	0.541802371	2.315928292	1.434333738	14.97800342	3.057437098	10.89351888	5.572012668
A6_C2_V8	control	control conditions	E1_C11	80	80	0	0.062012058	0	8.423184417	0.407547428	2.015878407	1.591314272	14.73415587	2.312792578	8.169930098	4.979735556
A6_C2_V8	control	control conditions	E1_C12	88	88	0	0.061085317	0.098198849	6.051318258	0.3381024	1.936679082	1.470841275	15.4047295	0.969948892	8.476069065	5.625928882
A6_C2_V8	perturbation	ongoing pH perturbation	E1_P1	96	8	0	0.063772134	0.215379365	5.095582565	0.312820164	2.209643451	1.593595961	16.44220121	0.699848465	9.872119187	7.536374936
A6_C2_V8	perturbation	ongoing pH perturbation	E1_P2	104	16	0	0.060592871	0.275976771	3.724713384	0.261840242	1.81962544	1.237446603	14.49710481	0.38027178	6.703823473	4.464871146
A6_C2_V8	perturbation	post pH perturbation	E1_P3	112	24	0	0.059316838	0.332586064	3.57134572	0.255747541	1.462312802	1.30460292	13.83258629	0.239540702	3.131816797	3.048017079
A6_C2_V8	perturbation	post pH perturbation	E1_P4	120	8	0.921120272	0.323190926	0.386864906	3.933014361	0.326393175	1.337859793	0.872038272	11.7692882	0.335937852	4.324561368	4.383399606
A6_C2_V8	perturbation	post pH perturbation	E1_P5	128	16	2.602312381	1.528044487	0.412398332	3.900994862	1.09674625	1.489497904	0.807559465	8.925060423	0.232564715	3.753251375	2.724533764
A6_C2_V8	perturbation	post pH perturbation	E1_P6	136	24	4.228904639	2.889111758	0.44306989	3.838920594	1.453401809	1.564992755	0.844839369	7.017714922	0.109883958	2.794918811	2.033192364
A6_C2_V8	perturbation	post pH perturbation	E1_P7	144	32	5.966019353	4.424155693	0.500914333	4.066813397	1.944090003	1.748393783	0.987369036	5.728955175	0.074385638	1.608289478	1.315046096
A6_C2_V8	perturbation	ongoing feed perturbation	E1_P8	152	2	5.263804887	3.84662006	0.46627204	4.009879479	2.018778675	1.838703548	0.905274984	5.339434748	0.123647335	1.723127116	1.930374813
A6_C2_V8	perturbation	ongoing feed perturbation	E1_P9	160	10	5.114134649	3.665996185	0.468497948	4.286506467	2.400705806	2.084019128	0.917359613	5.473550943	0.147811737	2.14002043	2.02795607
A6_C2_V8	perturbation	ongoing feed perturbation	E1_P10	168	18	8.853751476	7.17245627	0.524527925	3.334062865	1.741877655	1.347219623	1.069783371	2.328950333	0.02886102	0.985902848	0.468189882
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P11	176	26	8.116994338	6.139676891	0.507314009	4.437769011	1.208920835	2.148605225	1.544341017	1.619987319	0.020336173	5.641311726	0.275106491
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P12	184	34	2.998705457	1.569845292	0.557991858	9.474191998	2.958255021	6.621553761	1.892783784	1.2362496	0.011811326	10.2967206	0.0820231
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P13	192	42	0.889780098	0.733995652	0.596287892	12.04161529	3.184913691	9.491333537	1.771295667	0.944137587	0.005156888	7.229750087	0.042630271
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P14	200	50	0.867284071	0.68826798	0.550199571	11.31702048	2.075455275	9.390052344	1.422309666	0.666816691	0.006145715	6.326706245	0.041227504
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P15	208	58	1.457002752	1.125757821	0.550243175	10.90815357	2.301279242	9.126417646	1.322776173	0.551178094	0.024077708	4.661925757	0.051566424
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P16	216	66	2.370499867	2.066757069	0.559729277	10.28347952	3.151872575	8.571152324	1.271574072	0.430044828	0.00349703	2.988561545	0.024071221
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P17	224	74	2.66775313	2.861269395	0.523009202	9.075560341	3.490055707	7.184831204	1.191085311	0.36003213	0.002119309	2.635890895	0.036293171
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P18	232	82	1.748702502	3.576909021	0.50219785	8.678721456	4.793308532	6.103665559	1.175798481	0.347749388	0.00122521	1.366660288	0.015110921
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P19	240	90	0.38568789	4.332835556	0.52468511	9.194938513	7.184222251	5.521077851	1.25844855	0.399570976	0.002570738	1.645615376	0.028611367
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P20	248	98	0.253013726	3.941950486	0.495416196	8.465162461	7.561194656	4.855304706	1.287174166	0.551648981	0	2.469805669	0.007086158
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P21	256	106	0.534825497	2.341534504	0.485304189	8.768763786	7.360687339	5.988803596	1.2836301	0.679149042	0.001598023	4.384228576	0.007901335
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P22	264	114	0.954935439	1.555950118	0.54101624	10.5974022	7.469347753	8.352643607	1.447173447	0.663187857	0	4.137044149	0.004580295
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P23	272	122	0.990593598	0.974206101	0.494487013	10.15880147	5.947323975	8.773823406	1.448966592	0.499737936	0	3.993021121	0.001412676
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P24	280	130	1.149567948	0.808361797	0.444566599	9.272037294	4.729351795	8.043228237	1.332971583	0.398660438	0	3.550538431	0.00055834
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P25	288	138	1.753751224	1.046597368	0.53317946	11.39249295	5.541005977	9.897733135	1.716821903	0.359799271	0	5.438392637	0.00208876
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P26	296	146	1.952315553	1.031655668	0.494187629	10.81161076	4.877986668	9.15610685	1.629588866	0.26207721	0	5.942022734	0.001968079
A6_C2_V8	perturbation	post pH/feed perturbation	E1_P27	308	158	1.27527059	0.560434343	0.501442277	11.84356368	5.252328143	9.860717919	1.636674274	0.248797687	0	7.924811374	0.001702463
A6_C2_V9	control	control conditions	E1_C1	0	0	10.17336173	9.870129393	0.696449439	2.510519027	0.793571033	0.646952799	0.969600511	0.240148946	0.11405838	0.04024668	0.007599496
A6_C2_V9	control	control conditions	E1_C2	8	8	7.958217664	8.253664502	0.48827987	7.338033322	0.857475428	1.217183043	0.772706514	0.358667815	3.056434061	1.792029964	0.088967798
A6_C2_V9	control	control conditions	E1_C3	16	16	0	0.288465216	0.09496452	14.72790494	0.768483984	4.813563708	0.669043759	2.984863239	3.272115851	8.585670776	0.723139014
A6_C2_V9	control	control conditions	E1_C4	24	24	0	0.073767018	0.169541364	9.746720195	0.933140842	3.703964837	0.716483086	7.920859144	1.893507651	7.329907059	1.887383511
A6_C2_V9	control	control conditions	E1_C5	32	32	0	0.06535909	0.225339669	5.439144826	1.021087984	2.972607222	0.734737168	10.36131528	1.34505847	7.634919106	2.57110671
A6_C2_V9	control	control conditions	E1_C6	40	40	0	0.060258237	0.272181086	4.32857061	1.22064081	2.741136299	0.906414466	11.75535991	1.197494062	7.661477571	2.934108895
A6_C2_V9	control	control conditions	E1_C7	48	48	0	0.070387458	0.163049029	5.329085913	1.146974765	2.816031278	1.014215177	13.40507564	2.124928525	10.41614025	5.158106037
A6_C2_V9	control	control conditions	E1_C8	56	56	0	0.061214136	0	6.655718386	0.81805079	2.34981833	0.789993566	13.03450003	3.401052673	9.046145275	4.577028367
A6_C2_V9	control	control conditions	E1_C9	64	64	0	0.060442683	0	7.437045255	0.634214313	2.130929961	1.330814886	13.89710696	2.612309871	8.414915716	4.765542239
A6_C2_V9	control	control conditions	E1_C10	72	72	0	0.042603418	0	4.761513675	0.300747515	1.252144808	0.691592273	8.532893704	2.52891098	7.370298071	6.366408674
A6_C2_V9	control	control conditions	E1_C11	80	80	0	0.064044588	0	8.315443959	0.384618214	1.927114267	1.266098041	15.06039449	2.469008049	7.507469798	4.998968856
A6_C2_V9	control	control conditions	E1_C12	88	88	0	0.05942455	0.121099943	6.293851	0.357125397	1.794886951	1.406046272	15.33666451	1.142884817	8.015957649	5.327465333
A6_C2_V9	perturbation	ongoing pH perturbation	E1_P1	96	8	0	0.063705638	0.189140065	5.217079729	0.349627188	2.037226888	1.552934489	16.71888925	0.763607298	8.681814913	6.976831146
A6_C2_V9	perturbation	ongoing pH perturbation	E1_P2	104	16	0	0.062735038	0.259719323	3.829370063	0.264125445	1.684865434	1.382645818	14.80295489	0.542641874	6.297660421	5.822848781
A6_C2_V9	perturbation	post pH perturbation	E1_P3	112	24	0	0.059340939	0.316935343	3.719441017	0.233816873	1.312524259	1.162427901	13.5494077	0.31834837	3.55078816	5.701289359
A6_C2_V9	perturbation	post pH perturbation	E1_P4	120	8	1.393202676	0.608834907	0.387944204	4.145690602	0.435716193	1.372539765	0.816929181	11.68868307	0.328868595	2.822850356	4.542574446
A6_C2_V9	perturbation	post pH perturbation	E1_P5	128	16	3.353367835	2.192083592	0.408598879	3.796638812	0.919756648	1.425807453	0.805980576	8.637582351	0.219542155	2.083495815	2.71923632
A6_C2_V9	perturbation	post pH perturbation	E1_P6	136	24	4.934760065	3.528167777	0.434929111	3.518882253	0.879066638	1.237177766	0.850531489	6.642494858	0.081462121	2.448292624	1.96194531
A6_C2_V9	perturbation	post pH perturbation	E1_P7	144	32	6.774690685	5.135955067	0.499761247	3.786211506	1.545092378	1.640090047	1.017455828	5.561860687	0.166139588	1.554235844	1.648935409
A6_C2_V9	perturbation	ongoing feed perturbation	E1_P8	152	2	4.853564979	4.553259656	0.461262985	4.25423178	2.529130709	1.717068164	1.032192928	5.133526435	0.112819666	1.311348584	1.109693433
A6_C2_V9	perturbation	ongoing feed perturbation	E1_P9	160	10	3.396172932	4.44058224	0.45821305	5.006119489	3.618601664	1.808091839	1.22390378	5.245576103	0.082536948	1.277841266	0.890975775
A6_C2_V9	perturbation	ongoing feed perturbation	E1_P10	168	18	7.434877433	7.854730262	0.532908185	4.146549678	2.991535942	1.250097404	1.43126732	2.322200702	0.020515803	0.481501123	0.25509572
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P11	176	26	6.997922755	7.570424439	0.507995837	4.167915623	3.094844108	1.241235425	1.332695618	1.607338076	0.015589528	0.872952421	0.166848704
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P12	184	34	2.313419472	2.212358603	0.519516753	9.234984113	4.038603266	5.985667107	2.143664729	1.20095115	0.011662057	10.09071124	0.06919487
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P13	192	42	0.596433971	1.107019747	0.584374203	12.21597054	4.67417328	8.855090634	2.065972917	1.040942191	0.007351468	7.060900786	0.042424094
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P14	200	50	0.664869698	1.228440847	0.534236406	11.22403452	3.681979181	8.546579392	1.646905935	0.816431969	0.004987193	5.083694857	0.03376745
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P15	208	58	0.962229371	1.751062467	0.52946387	10.71755813	3.876104475	8.460997607	1.506827161	0.784567705	0.002473194	2.689301463	0.014550623
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P16	216	66	1.252258464	2.601946049	0.531753659	10.2868546	4.56152243	8.305606329	1.487214155	0.756906343	0.067613194	2.231235406	0.249056196
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P17	224	74	1.572887808	3.150355991	0.499770348	8.942588094	4.62788505	7.064099634	1.393593061	0.814183068	0.00228608	2.089629187	0.017738285
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P18	232	82	2.457120653	4.072237094	0.49433169	7.935981287	4.51980985	6.007975635	1.48320847	0.937936013	0	1.523873663	0.01232254
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P19	240	90	3.608770865	4.928727443	0.515023449	7.656903826	4.495013622	5.430851022	1.522108962	0.828479698	0.001871325	2.230726802	0.011584395
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P20	248	98	3.132517371	2.958079344	0.502537282	8.604396018	4.180915606	6.822655343	1.632997778	0.612887278	0	5.536429382	0.008706402
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P21	256	106	1.532407679	1.156564706	0.495345414	10.00081938	4.288832627	8.749543264	1.518173998	0.486926773	0	5.254256216	0.006981685
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P22	264	114	1.323323094	0.975836117	0.5578221	12.15056687	4.350610834	10.93506773	1.803911929	0.412973145	0	4.455366653	0.001235631
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P23	272	122	1.30727517	0.836276402	0.511306759	11.31775806	3.855366473	10.31996848	1.725156174	0.304077605	0	4.962605294	0.00235538
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P24	280	130	1.687763381	0.955550839	0.506578545	11.09295837	3.930248141	9.981812019	1.74926718	0.272420994	0	4.38568504	0.004003706
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P25	288	138	2.103050698	1.081359332	0.544708589	11.78348189	4.510409521	10.56028497	1.954445106	0.242410135	0	5.126683531	0.002037957
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P26	296	146	2.223861003	1.034712737	0.512008567	11.22473575	4.414363276	9.7570209	1.822485823	0.172296338	0	5.89851402	0.001095889
A6_C2_V9	perturbation	post pH/feed perturbation	E1_P27	308	158	1.417354217	0.559475991	0.504937478	12.00002469	4.746717779	10.17443528	1.78409944	0.163477898	0	7.49386083	0.001648017
A6_C2_V10	control	control conditions	E1_C1	0	0	10.14081117	9.860288005	0.693447384	2.492439194	0.797679585	0.660326072	0.959753148	0.23382533	0.076084046	0.031549844	0.004908689
A6_C2_V10	control	control conditions	E1_C2	8	8	7.971788879	8.069440066	0.470761618	7.204165646	0.863325386	1.247252134	0.830877832	0.366426687	2.9654581	1.927951632	0.102088511
A6_C2_V10	control	control conditions	E1_C3	16	16	0.076523873	0.271157122	0.1229342	15.03931735	0.781458263	4.8226452	0.643625324	2.44914926	3.618869073	9.46223378	0.616585399
A6_C2_V10	control	control conditions	E1_C4	24	24	0	0.073028388	0.196031342	10.3872642	0.927095698	3.464149422	0.722630171	7.049538419	2.153490528	9.42899846	2.382589685
A6_C2_V10	control	control conditions	E1_C5	32	32	0	0.065258892	0.254903014	5.888337641	0.880820495	2.818810891	0.665232005	9.779333897	1.199286434	8.955109537	3.071223262
A6_C2_V10	control	control conditions	E1_C6	40	40	0	0.061195591	0.295648859	4.391938515	0.884915615	2.555111164	0.801091521	11.35475408	1.393365169	9.138681024	5.718163057
A6_C2_V10	control	control conditions	E1_C7	48	48	0	0.067318579	0.161714659	5.263009717	0.918270437	2.737180189	0.906846015	12.97464999	2.175666092	13.5015228	4.57509531
A6_C2_V10	control	control conditions	E1_C8	56	56	0	0.061849023	0	6.584900048	0.648681719	2.31730726	0.966173159	12.77254965	4.518896586	10.44624351	4.745585768
A6_C2_V10	control	control conditions	E1_C9	64	64	0	0.059691747	0	7.354494972	0.526293718	2.182657521	1.282038952	13.58506489	5.613635911	9.029489582	5.956177964
A6_C2_V10	control	control conditions	E1_C10	72	72	0	0.06258716	0	9.262464042	0.459326687	2.34032797	1.481529107	15.20978669	4.135572164	9.490409382	5.204383766
A6_C2_V10	control	control conditions	E1_C11	80	80	0	0.059931915	0	8.012023442	0.360378579	2.028424362	1.527442505	14.78557875	2.486271672	8.07014062	6.716414563
A6_C2_V10	control	control conditions	E1_C12	88	88	0	0.062391597	0.085438682	5.73710571	0.306303741	1.963822715	1.402931974	15.38886185	1.280443116	9.848007237	6.889509721
A6_C2_V10	perturbation	ongoing pH perturbation	E1_P1	96	8	0	0.060984933	0.032744551	5.751123583	0.245927813	2.20486128	1.32550324	16.46577118	1.589403914	14.49435854	8.789361765
A6_C2_V10	perturbation	ongoing pH perturbation	E1_P2	104	16	0	0.059297675	0	5.959361181	0.181768309	1.922491057	1.006122716	15.27735191	3.095315484	8.920245086	5.191724459
A6_C2_V10	perturbation	post pH perturbation	E1_P3	112	24	0	0.061211489	0.059442484	4.733925164	0.185653398	1.663480041	0.926524398	15.52003271	1.895982203	6.044049477	6.105555356
A6_C2_V10	perturbation	post pH perturbation	E1_P4	120	8	0	0.073053017	0.137344987	3.878648106	0.219350547	1.710679108	1.13625711	16.09273439	0.893153685	4.452816346	5.828884646
A6_C2_V10	perturbation	post pH perturbation	E1_P5	128	16	0	0.077019389	0.22024021	3.950948064	0.173953901	1.559841455	1.024159453	14.12976024	0.704159104	3.3250293	5.59026863
A6_C2_V10	perturbation	post pH perturbation	E1_P6	136	24	0	0.072771918	0.273064803	4.693378755	0.2057636	1.627595141	0.960238444	13.76562741	0.544950316	5.381687123	6.84770439
A6_C2_V10	perturbation	post pH perturbation	E1_P7	144	32	0	0.05238974	0.28734626	5.82560065	0.37240246	2.157863898	1.102830659	15.18964345	0.224240608	9.982711374	6.722880267
A6_C2_V10	perturbation	ongoing feed perturbation	E1_P8	152	2	0	0.024583533	0.280173484	5.542224458	0.377496746	2.024438879	1.144630564	14.16744407	0.24616866	10.09970592	6.828350792
A6_C2_V10	perturbation	ongoing feed perturbation	E1_P9	160	10	0	0.025502109	0	7.425189423	0.465436193	2.01500004	1.102409796	14.24288248	6.103569575	7.588221634	4.418607318
A6_C2_V10	perturbation	ongoing feed perturbation	E1_P10	168	18	0	0.082721137	0	17.89569748	1.752157075	5.551918105	1.05706551	6.46198333	7.556064833	11.69732475	0.464966181
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P11	176	26	0	0.059296444	0	17.69526667	1.476405616	3.738061901	0.976398744	8.076435069	6.298899827	15.38206795	1.632690293
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P12	184	34	0	0.025930784	0	18.50637088	1.200686208	2.950707406	0.854186193	9.882333069	12.99657654	13.15687069	1.906908348
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P13	192	42	0	0.027000163	0	22.54609945	0.986589019	2.73279809	1.206989343	12.59297106	16.75591363	10.99615367	1.674567163
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P14	200	50	0	0.023296865	0	20.36309766	0.891026475	2.143673203	1.076226537	12.19076763	10.47789674	5.966937646	1.341877636
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P15	208	58	0	0.024800364	0	20.19140669	0.735588595	1.85701921	0.984462393	12.71533626	8.822060937	4.555940121	1.182299246
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P16	216	66	0	0.026921346	0	20.91151956	0.666813924	1.817573403	1.224254866	13.81743614	10.03354914	9.738772645	2.625062815
A6_C2_V10	perturbation	post pH/feed perturbation	E1_P17	224	74	0	0.041809403	0	16.73519207	0.670238053	1.671446609	1.267375401	14.12096284	5.016999564	10.7360747	4.98881734
