patricID	ri_t04_A	ri_t04_B	ri_t04_C	ri_t12_A	ri_t12_B	ri_t12_C
fig|536231.75.peg.980	1910.129	1656.254	863	2317.029	2436.078	893.432
fig|536231.75.peg.981	595.871	481.746	311	684.971	761.922	193.568
fig|536231.75.peg.982	30	73	35	18	49	3
fig|536231.75.peg.983	203.752	259.593	83.483	107.702	88.327	46.36
fig|536231.75.peg.984	490.092	1004.322	448.557	234.305	385.266	93.53
fig|536231.75.peg.985	7834.245	15674.419	6385.12	2597.263	6808.328	1657.743
fig|536231.75.peg.986	437.312	904.666	184.839	154.729	308.08	100.367
fig|536231.75.peg.987	2163.407	1825	999	1821	1774	1197
fig|536231.75.peg.988	525.593	490	335	210	260	179
fig|536231.75.peg.989	5451.267	14471.092	7853	3225	7022.892	1577
fig|536231.75.peg.990	299.851	323	95	252	175	354.458
fig|536231.75.peg.991	1146.153	865	321	999	851	1194.542
fig|536231.75.peg.992	13102.19	8990.821	5497	10981.419	8128.173	9816.202
fig|536231.75.peg.993	6673.629	5492.539	3380	3556.581	3325.827	3955.798
fig|536231.75.peg.994	1570	1185	818	1837	1429	1642
fig|536231.75.peg.995	996	694	165	959	1103	689
fig|536231.75.peg.996	3614	2384	1015	2767	2455	1744
fig|536231.75.peg.997	17099.818	11048.317	8745	11406	11101	8862
fig|536231.75.peg.998	5438.421	3639	2593	3726	3448	2581.503
fig|536231.75.peg.999	7138.621	4965	3160	4420.003	4155.267	2639
fig|536231.75.peg.1000	12372.276	10608.665	7149	26362	19455.469	22651
fig|536231.75.peg.1001	14005.918	11005.919	4981	15536.092	9486	11537
fig|536231.75.peg.1002	3268.943	2986.59	1844	3926	2978	4382.644
fig|536231.75.peg.1003	4	11	0	4	0	3
fig|536231.75.peg.1004	85	69	26	51	31	41
fig|536231.75.peg.1005	1	0	0	2	6	2
fig|536231.75.peg.1006	3724.683	3229.148	1613.153	548	245	198
fig|536231.75.peg.1007	65816.74	55599.686	38330.257	10760	5279	4015
fig|536231.75.peg.1008	1579	1697	316	943	1219	216
fig|536231.75.peg.1009	2179	1584	805	1026	1057	261
fig|536231.75.peg.1010	71854.762	52867.169	37138	81507.415	119341.498	42678
fig|536231.75.peg.1011	48	28	76	53	78	17
fig|536231.75.peg.1012	6686	4141.49	2629	5794.61	8297	1681
fig|536231.75.peg.1013	2268	2006	898	1390	2513	699
fig|536231.75.peg.1014	162	138	85	142	157	39
fig|536231.75.peg.1015	38	20	7	29	34	10
fig|536231.75.peg.1016	0	0	0	0	0	0
fig|536231.75.peg.1017	15	25	0	17	12	5
fig|536231.75.peg.1018	15	39	0	0	7	5
fig|536231.75.peg.1019	446	386	341	385	923	364
fig|536231.75.peg.1020	763.709	648	449	681	1479.182	642
fig|536231.75.peg.1021	201.079	146.361	151	169.363	427.687	161
fig|536231.75.peg.1022	289.757	289.639	184	209.637	538.622	150.002
fig|536231.75.peg.1023	114.652	92.867	62	70.838	168.098	52.572
fig|536231.75.peg.1024	142.845	118.751	98	107.162	267.412	92.426
fig|536231.75.peg.1025	546	442.382	351	427	759	353
fig|536231.75.peg.1026	305.521	275.611	211.606	287	466.699	299.785
fig|536231.75.peg.1027	903.499	789.389	619.394	774	1523.301	758.215
fig|536231.75.peg.1028	364	384	193	263	639	400
fig|536231.75.peg.1029	626	496.537	538	413	969	613
fig|536231.75.peg.1030	62.487	41.463	11	41	44.472	40
fig|536231.75.peg.1031	295.726	320.92	154	159	446.191	242
fig|536231.75.peg.1032	45.659	68.646	28	18	84.337	20
fig|536231.75.peg.1033	694.96	631.44	362	472.656	901.217	560.104
fig|536231.75.peg.1034	69.888	72.994	44	56.849	138.853	111.896
fig|536231.75.peg.1035	1780.28	1467	1352	1490.807	3026.931	1786
fig|536231.75.peg.1036	385	357	149	336.687	762	343
fig|536231.75.peg.1037	636.001	588	397	626	1205	476
fig|536231.75.peg.1038	2107	1982.051	1465	1587.633	3515	1961
fig|536231.75.peg.1039	630.081	503.017	358.002	385.554	1025.64	575.322
fig|536231.75.peg.1040	266.459	210.552	183.998	227.446	458.711	307.165
fig|536231.75.peg.1041	405.459	375.374	228	232.965	631.04	350.307
fig|536231.75.peg.1042	1925.451	1681.057	1286	1896.035	3613.592	1953.206
fig|536231.75.peg.1043	320.549	270	287	305	589.969	220
fig|536231.75.peg.1044	1479	1149	980	1107	2260.123	1011
fig|536231.75.peg.1045	1456	1101.262	879	943.901	1966.153	924
fig|536231.75.peg.1046	178.189	92.366	56.883	71.521	149.501	72
fig|536231.75.peg.1047	1616.869	1127.372	866.117	715.578	1955.346	987
fig|536231.75.peg.1048	348	248	164	185	335	203
fig|536231.75.peg.1049	224	214	164	90	228	134
fig|536231.75.peg.1050	0	0	6	12	9	3
fig|536231.75.peg.1051	116	133	48	242	186	146
fig|536231.75.peg.1052	656	570	358	1119	894	546
fig|536231.75.peg.1053	86	87	15	148	161	82
fig|536231.75.peg.1054	314	330	209	887	665	448
fig|536231.75.peg.1055	312	316	150	722	502	335
fig|536231.75.peg.1056	58.205	122.752	102	145	95	63
fig|536231.75.peg.1057	167.24	159.248	126	352	247.526	214.375
fig|536231.75.peg.1058	118.554	76.252	44	188	176.474	100.625
fig|536231.75.peg.1059	98.734	106.346	63	167.735	120	97
fig|536231.75.peg.1060	240.267	272.402	132	374.265	322	250
fig|536231.75.peg.1061	160.001	162	133	271.164	212	232
fig|536231.75.peg.1062	194.999	195	146	383.836	286	230
fig|536231.75.peg.1063	309	365	265	549	555	310
fig|536231.75.peg.1064	253	323	63	505	354	287
fig|536231.75.peg.1065	157.198	156	129	259	288	193
fig|536231.75.peg.1066	444.802	449	391	941	651	293
fig|536231.75.peg.1067	435.782	370	302	988	787.823	659
fig|536231.75.peg.1068	39.218	49	12	81	78.177	25
fig|536231.75.peg.1069	607	630	402	1321	898	542
fig|536231.75.peg.1070	384	384	248	834	707	491
fig|536231.75.peg.1071	121	153.686	83	433.825	354	168
fig|536231.75.peg.1072	517	521.314	351	1250.175	967	575
fig|536231.75.peg.1073	674.613	634.714	353	1729	1408.898	833
fig|536231.75.peg.1074	107.387	132.286	55	222	199.101	68
fig|536231.75.peg.1075	627.657	607	351	1595.168	1479.466	656
fig|536231.75.peg.1076	44.343	76	47	104.832	132.994	41
fig|536231.75.peg.1077	11087.683	9016	6858	11376.889	8600	6829.077
fig|536231.75.peg.1078	12231.746	8439	7653	11050.111	8844.504	5672
fig|536231.75.peg.1079	17541.55	13038	8655	20396	15631	10981
fig|536231.75.peg.1080	8	13	10	7	8	7
fig|536231.75.peg.1081	0	0	0	0	0	0
fig|536231.75.peg.1082	20637.95	15537.05	6600	41209.437	27714.761	21028
fig|536231.75.peg.1083	4049.3	3477.004	1351	7832.835	5801	4682
fig|536231.75.peg.1084	21260.007	16787.003	6725	40994.056	26437.741	23573
fig|536231.75.peg.1085	17215.131	13002.005	8025	35090.56	21497	22836
fig|536231.75.peg.1086	9372.55	7739.358	4153	19851.053	12489	12131.242
fig|536231.75.peg.1087	48	72	23	22	41	31
fig|536231.75.peg.1088	44200.585	32858.081	22216	43663	38898.048	26898.945
fig|536231.75.peg.1089	34818.936	28489.004	24020	10510	9380.233	10402
fig|536231.75.peg.1090	6185.004	4146	2200	13813	7607.086	7264
fig|536231.75.peg.1091	2	5	10	4	9	2
fig|536231.75.peg.1092	5978.011	4589.018	1969	11038.012	6909.988	7014
fig|536231.75.peg.1093	2173	1930	996	4203	3050	2042
fig|536231.75.peg.1094	1996.004	2146	660	1011	1129	910
fig|536231.75.peg.1095	9	17	1	16	21	4
fig|536231.75.peg.1096	760	743	419	961	1093	790
fig|536231.75.peg.1097	6380.218	5124.487	3433	14657.188	9090	10938
fig|536231.75.peg.1098	598.896	406.513	348	1173.591	836	1183.575
fig|536231.75.peg.1099	240.288	139.897	108	437.274	336	398.424
fig|536231.75.peg.1100	869.816	607.103	328	1863.002	1169	947.001
fig|536231.75.peg.1101	5482.488	3837	2347	9709	6100	6354
fig|536231.75.peg.1102	5303.156	3625	2302	10600	5974.202	6323
fig|536231.75.peg.1103	1380.077	996	628	2798	1809	1728
fig|536231.75.peg.1104	8170.002	5362	3812	23958.674	12796.469	10679
fig|536231.75.peg.1105	2143	1870	500	4692	1979	2840
fig|536231.75.peg.1106	45	17	0	3	4	0
fig|536231.75.peg.1107	4	2	5	3	2	4
fig|536231.75.peg.1108	1774.636	1265.356	586.635	1091.652	1237.431	626.108
fig|536231.75.peg.1109	0	0	0	0	0	0
fig|536231.75.peg.1110	635.859	394	188	669	646.693	327
fig|536231.75.peg.1111	346.141	214	128	333	325.307	140
fig|536231.75.peg.1112	5275.217	4455	1796	5294	4481	2857
fig|536231.75.peg.1113	1910	1407.081	800	1842	1386	1047
fig|536231.75.peg.1114	3602.863	2539	1364	4305	2679	2314
fig|536231.75.peg.1115	1018	846.054	471	1351	895	704
fig|536231.75.peg.1116	11920	9893.01	5785	8643	7384	9192
fig|536231.75.peg.1117	1180	997	459	797	623	620
fig|536231.75.peg.1118	43470.103	32587	15972	1021615.302	433099.846	427008.267
fig|536231.75.peg.1119	37699.752	33434.173	16205.001	528276.979	214995.218	276506.045
fig|536231.75.peg.1120	19400.626	18849.874	8921	424846.21	166141.925	209417.016
fig|536231.75.peg.1121	776.936	711.126	207	3401.118	2239.852	2351.64
fig|536231.75.peg.1122	4994.71	3872	2280	16039.371	11331.466	9755
fig|536231.75.peg.1123	3194.016	2249	1471	10060.374	7364	7349
fig|536231.75.peg.1124	280	240	47	902	753	555
fig|536231.75.peg.1125	670	486	264	1892	1504	1340
fig|536231.75.peg.1126	840	637	391	2176	1966	1327
fig|536231.75.peg.1127	0	0	0	0	0	0
fig|536231.75.peg.1128	243	146	289	163	324	129
fig|536231.75.peg.1129	21596.282	15526	11266	19015	21378	10811
fig|536231.75.peg.1130	311	166	160	193	138	135
fig|536231.75.peg.1131	3	0	0	0	1	0
fig|536231.75.peg.1132	775	460	233	829	945	218
fig|536231.75.peg.1133	4389	3424	1956	3455	4107	2822
fig|536231.75.peg.1134	4002	2945	728	3378	2693	2576
fig|536231.75.peg.1135	1190	961	354	1755	1217	814
fig|536231.75.peg.1136	3530.028	2476	1479	5716.146	3274.011	3456
fig|536231.75.peg.1137	10507.1	7630	5147	15877.058	10945	10747.008
fig|536231.75.peg.1138	280	175	165	951	2758	359
fig|536231.75.peg.1139	1285.118	682	367	7713	13778	4045
fig|536231.75.peg.1140	1949.136	1184	571	11479.32	19018.458	7719
fig|536231.75.peg.1141	4229.846	3265	1835	5319	6329	4673
fig|536231.75.peg.1142	3304	2739	1833	4695	4672	4824
fig|536231.75.peg.1143	426	381	147	232	140	378
fig|536231.75.peg.1144	394	314	172	394	468	142
fig|536231.75.peg.1145	8171.002	5284.001	2759	9748	6281	5793
fig|536231.75.peg.1146	14159.301	9482.558	6349	13823	9820	10004
fig|536231.75.peg.1147	3731	3129	1218	3894	2630	3091
fig|536231.75.peg.1148	3236	2876.027	1453	10448	4112	5246
fig|536231.75.peg.1149	1562	1440	693	1531	625	1031
fig|536231.75.peg.1150	948	719	527	3017	657	1307
fig|536231.75.peg.1151	1115	850	603	3363	831	1425
fig|536231.75.peg.1152	1444	981	694	4502	870	1742
fig|536231.75.peg.1153	1798.206	1478	1113	4228	1229	1973
fig|536231.75.peg.1154	1592	1059	793	1449	763	893
fig|536231.75.peg.1155	993	649	428	1409	639	729
fig|536231.75.peg.1156	10585.849	9090.591	5599	9463.16	6524.02	8826.573
fig|536231.75.peg.1157	4246	4258	1572	1840	1638	1634
fig|536231.75.peg.1158	1865	1215	856	2465	1463	1790
fig|536231.75.peg.1159	3746	3010	1307	2276	2682	2136
fig|536231.75.peg.1160	2780	2529	955	2069	2091	1395
fig|536231.75.peg.1161	1450	1488	826	1076	1325	971
fig|536231.75.peg.1162	122213.681	94192.376	51947	115295.643	45942.904	91206.821
fig|536231.75.peg.1163	1351	847	671	1330	808.002	1183
fig|536231.75.peg.1164	1198	759	937	1237	662	1082
fig|536231.75.peg.1165	0	0	0	0	0	0
fig|536231.75.peg.1166	36	39	31	77	43	34
fig|536231.75.peg.1167	3981	2978	1236	2834	3388	1355
fig|536231.75.peg.1168	4219	3114	1771	9062	5403	6532
fig|536231.75.peg.1169	826	554	427	1758	1111	1297
fig|536231.75.peg.1170	748	636	495	1940	1057	1261
fig|536231.75.peg.1171	3145	2465	1139	4395	2969	2859
fig|536231.75.peg.1172	410	292	199	677	455	391
fig|536231.75.peg.1173	1700	1395	617	2577	1868	1508
fig|536231.75.peg.1174	1206.029	824	407	1565	1086	1082
fig|536231.75.peg.1175	4925.315	3659	1920	3235	2489	2163
fig|536231.75.peg.1176	24706.736	16755	9148	14024	13474.108	9710
fig|536231.75.peg.1177	11334.437	7888	3852	20493.536	10077	13496
fig|536231.75.peg.1178	1852.348	1097	459	2033	1785	1232
fig|536231.75.peg.1179	165.652	143	114	217	193	149
fig|536231.75.peg.1180	1635	2005	592	1060.006	1097	890
fig|536231.75.peg.1181	2246.021	2789	1076	1059	1821	663
fig|536231.75.peg.1182	3821	4052.586	2281	3348	3844	1982
fig|536231.75.peg.1183	853	953	538	804	1069	466
fig|536231.75.peg.1184	195.022	184	65	283	247	149
fig|536231.75.peg.1185	1145.008	896	397	1701	1530	1020
fig|536231.75.peg.1186	3378.982	3104	1846	3583	3144	2300
fig|536231.75.peg.1187	17	20	0	25	17	16
fig|536231.75.peg.1188	499	384	118	363	673	92
fig|536231.75.peg.1189	512	832	159	241	474	143
fig|536231.75.peg.1190	12	17	29	9	13	2
fig|536231.75.peg.1191	26	46	60	14	20	12
fig|536231.75.peg.1192	2012.031	1696	649	1620	2363	846
fig|536231.75.peg.1193	7660.002	6607	3943	3885	4048	2252
fig|536231.75.peg.1194	4245.306	4367	2519	1925	2111.046	1261
fig|536231.75.peg.1195	2389	1741	1544	549	811	680
fig|536231.75.peg.1196	5004.024	6623	2779	5294	5967	2107
fig|536231.75.peg.1197	2480	3143	1436	2831	3857	1745
fig|536231.75.peg.1198	285	313	154	387	480	202
fig|536231.75.peg.1199	668	670	425	654	818	597
fig|536231.75.peg.1200	23	21	0	50	27	34
fig|536231.75.peg.1201	23	24	19	38	37	40
fig|536231.75.peg.1202	560	753	148	188	250	169
fig|536231.75.peg.1203	6081.187	5109	3223	4704	4092	4886
fig|536231.75.peg.1204	5082	3597	2581	5098	3497	4279
fig|536231.75.peg.1205	3246	2232.007	1210	4251	2932.115	2942
fig|536231.75.peg.1206	1127	1295	634	1057	1092	1771
fig|536231.75.peg.1207	3141	2554	1938	2490	2341	2260
fig|536231.75.peg.1208	453.956	274.012	221	382.351	226.037	440.572
fig|536231.75.peg.1209	1595.044	1100.988	944	997.649	750.963	1780.428
fig|536231.75.peg.1210	1	6	0	6	2	0
fig|536231.75.peg.1211	0	0	0	0	0	2
fig|536231.75.peg.1212	0	0	4	0	0	0
fig|536231.75.peg.1213	65.555	63.378	78	32	36	9
fig|536231.75.peg.1214	75.445	43.622	44	38	27	17
fig|536231.75.peg.1215	204	96	46	140	63	99
fig|536231.75.peg.1216	358	170	159	295	183	236
fig|536231.75.peg.1217	18369.997	19698.287	7682	3219	6948	3745
fig|536231.75.peg.1218	129	137.062	46	65	83	29
fig|536231.75.peg.1219	68	86	61	45	68	15
fig|536231.75.peg.1220	3014	2518	1673	4124	3111	2224
fig|536231.75.peg.1221	0	0	0	0	0	0
fig|536231.75.peg.1222	1	1	6	0	0	0
fig|536231.75.peg.1223	84	88.066	59	51	52	60
fig|536231.75.peg.1224	443	204	209	393	163	312
fig|536231.75.peg.1225	179.095	211.033	79	224.99	218.819	126
fig|536231.75.peg.1226	1016.905	835.967	559	1100.01	830.181	627
fig|536231.75.peg.1227	3	2	0	0	1	0
fig|536231.75.peg.1228	347	327	129	181	215	50
fig|536231.75.peg.1229	211	163	115	150	171	42
fig|536231.75.peg.1230	416	299	167	334	387	148
fig|536231.75.peg.1231	50	44	21	63	47	34
fig|536231.75.peg.1232	244	148	100	148	203	83
fig|536231.75.peg.1233	2386.002	1325	1270	1782	1932	1391
fig|536231.75.peg.1234	1259.194	974	545	1055	1070	783
fig|536231.75.peg.1235	112	74	64	25	43	46
fig|536231.75.peg.1236	3550.218	3126.935	1627.95	1499.612	2724.506	1390.878
fig|536231.75.peg.1237	2282.353	1827.065	1000.05	1098.388	1685.62	719.122
fig|536231.75.peg.1238	1478	869.154	562	2132.2	955	1222
fig|536231.75.peg.1239	7250.34	5104	2531	10420	7361	5809
fig|536231.75.peg.1240	7741.108	5715	2892	11435.809	8259	6497
fig|536231.75.peg.1241	4304.482	3215	1109	6233	4634	3514
fig|536231.75.peg.1242	19846.888	15078.267	7797	241396.857	97467.881	118906
fig|536231.75.peg.1243	7148	5140	2984	43172.645	22943.865	15753
fig|536231.75.peg.1244	5657	3623	2618	31142.172	17924	12219
fig|536231.75.peg.1245	4533.735	3458	1588	22301.012	14256.372	9754
fig|536231.75.peg.1246	9553	6689	3228	40552.19	27600.099	18837
fig|536231.75.peg.1247	2399.135	1924	645	8879	7048	4756
fig|536231.75.peg.1248	3307.054	2321	702	10258	8545	5051
fig|536231.75.peg.1249	1610	1511	608	3955	3447	1825
fig|536231.75.peg.1250	0	0	0	0	0	0
fig|536231.75.peg.1251	2932.025	1584	1090	23780	8831	9723
fig|536231.75.peg.1252	1577	1011	677	6273	2721	2497
fig|536231.75.peg.1253	820.059	497	526	4172	1734	1952
fig|536231.75.peg.1254	2535.018	1433.364	862	9517.433	4754.37	4455.238
fig|536231.75.peg.1255	124.283	98.637	95	492.331	295.63	216.762
fig|536231.75.peg.1256	1316	1206	628	2323.237	1374	1135
fig|536231.75.peg.1257	2768.856	1635	990	3707	2411	1899
fig|536231.75.peg.1258	842.402	572	427	1692	884	808
fig|536231.75.peg.1259	4.649	11	24	21	25	14
fig|536231.75.peg.1260	3303	1949	1098	8016	3975	3784
fig|536231.75.peg.1261	5049	3294	1602	14339	6674	6117
fig|536231.75.peg.1262	7	0	0	5	1	2
fig|536231.75.peg.1263	2721	2032	1319	2913	1897.243	2402
fig|536231.75.peg.1264	2148	1718.011	1171	2769	1586	1901
fig|536231.75.peg.1265	1574.172	1202	637	2295	1540	1646
fig|536231.75.peg.1266	96571.616	165339.405	82980	18539	32291.367	7675
fig|536231.75.peg.1267	3	4	2	0	17	5
fig|536231.75.peg.1268	7002	6412	3759	12328.046	9420	4643
fig|536231.75.peg.1269	10296.164	8046.007	4667	9043.476	9736.35	5197
fig|536231.75.peg.1270	79275.178	142549.882	56034	98815.34	149785.645	41016
fig|536231.75.peg.1271	16846.577	13007.455	6587.86	26738.006	22763.721	8760.601
fig|536231.75.peg.1272	3949.153	5157.398	2221.14	3416.989	4646.279	1721.399
fig|536231.75.peg.1273	4754.211	3324	2285	2704	2651	2348
fig|536231.75.peg.1274	709	410	426	607	430	317
fig|536231.75.peg.1275	1329	980	681	1431	1033	857
fig|536231.75.peg.1276	1191	804	391	1496	1011	671
fig|536231.75.peg.1277	2197	1385	842	2760.082	1904.053	1476
fig|536231.75.peg.1278	1300	926	648	1315	980	784
fig|536231.75.peg.1279	2674.08	1481	991	2599	1970	1651
fig|536231.75.peg.1280	5554.219	4471.429	2119.466	6277.589	5177.051	3058.619
fig|536231.75.peg.1281	662.971	855.26	383.99	396.231	691.599	262.179
fig|536231.75.peg.1282	67.407	55.237	115.664	17.446	28.096	5.282
fig|536231.75.peg.1283	1572.869	1598.758	515.762	1425.638	1576.481	846.542
fig|536231.75.peg.1284	4969.158	5316.047	1380.106	2739.665	3300.606	3578.013
fig|536231.75.peg.1285	3.875	5.24	0	0	1	3
fig|536231.75.peg.1286	16.23	8.558	0	3.36	0	2.001
fig|536231.75.peg.1288	1954.775	1605.014	1522.12	1959.726	1816.197	902.138
fig|536231.75.peg.1289	0	3	7	0	0	0
fig|536231.75.peg.1290	239.159	312.246	130.482	145.457	123.599	111.411
fig|536231.75.peg.1291	5616.618	5555	2722	974	1674	942
fig|536231.75.peg.1292	15	21	2	3	19	19
fig|536231.75.peg.1293	48	45	56	58	64	54
fig|536231.75.peg.1294	4	3	5	12	4	0
fig|536231.75.peg.1295	668	475	207	679.095	591	576
fig|536231.75.peg.1296	618	517	198	444	409	339
fig|536231.75.peg.1297	0	0	0	0	0	0
fig|536231.75.peg.1298	1	6	2	0	0	0
fig|536231.75.peg.1299	4	3	0	0	0	0
fig|536231.75.peg.1300	5182	3646.165	2487	3018	2703	5628
fig|536231.75.peg.1301	99	85	22	37	35	24
fig|536231.75.peg.1303	1800.522	1374	951	1668	1495	2693
fig|536231.75.peg.1304	3676	2637	1743	3622	2748	4018
fig|536231.75.peg.1305	4678.005	3290	2202	4864	3098	5095
fig|536231.75.peg.1306	604	456	353	613	198	481
fig|536231.75.peg.1307	18030.284	15678.046	8380	33962	21887.159	30048
fig|536231.75.peg.1308	5506.694	5398.185	2578	14704	8838	10423
fig|536231.75.peg.1309	2714.003	2424	1283	3728	3006	3746
fig|536231.75.peg.1310	5038	4084.001	2726	14371	8005.029	4540
fig|536231.75.peg.1311	1319.119	619	379	23118	16077	22243
fig|536231.75.peg.1312	772	337	359	13957.135	9772	16099
fig|536231.75.peg.1313	141720.669	212618.406	44987.99	44937.009	91324.579	19407
fig|536231.75.peg.1314	894.005	694.002	547.01	1584.013	1033.003	807
fig|536231.75.peg.1315	0	0	0	0	0	0
fig|536231.75.peg.1316	3566.017	2505	1227	3185	2477	1963
fig|536231.75.peg.1317	1158	1046	604	999	1050	790
fig|536231.75.peg.1318	52212.437	41248.005	17119	62525.338	95455.367	18979
fig|536231.75.peg.1319	2705.169	2105	779	3335	4067	1710
fig|536231.75.peg.1320	2843.077	2386	913	4171	3356.003	2817
fig|536231.75.peg.1321	2306	1994	782	2700	2089	1939
fig|536231.75.peg.1322	1448	1300	725	691	1273	590
fig|536231.75.peg.1323	736	613	231	718	673	366
fig|536231.75.peg.1324	57	52	26	31	13	18
fig|536231.75.peg.1325	244127.952	428975.123	115169	36326.899	112915.85	15265
fig|536231.75.peg.1326	51373.698	41401.168	25349	34760.124	46060.891	18843.138
fig|536231.75.peg.1327	79890.459	86022.193	44976	11825.876	25216.056	13881
fig|536231.75.peg.1328	725	901	616	699	798	466
fig|536231.75.peg.1329	597	1180	883	783	2586	890
fig|536231.75.peg.1330	635	840	264	198	388	290
fig|536231.75.peg.1331	4	21	10	19	2	5
fig|536231.75.peg.1332	1278.026	872	651	976	645	584
fig|536231.75.peg.1333	6548.002	4435	2752	14022.171	6906	7934
fig|536231.75.peg.1334	3240.549	2123	1413	7314	3526	4233
fig|536231.75.peg.1335	10129	6513	4644	33841.211	15097	19627.026
fig|536231.75.peg.1336	0	7	0	0	0	0
fig|536231.75.peg.1337	1241.263	1755.74	658.008	473.944	788.83	786.912
fig|536231.75.peg.1338	11620.336	13484.26	6333.992	11828.056	9932.6	9071.088
fig|536231.75.peg.1339	3176.295	3075.111	1594	3804	2727.326	3266
fig|536231.75.peg.1340	5702.373	7148.359	4535	3022.526	3298.115	2855.908
fig|536231.75.peg.1341	551	653	326	414	336	452
fig|536231.75.peg.1342	31.061	36	18	7	13	36
fig|536231.75.peg.1343	3333.361	3201.172	1504	3851.474	2703.95	2211.092
fig|536231.75.peg.1344	745.123	863	317	314	349	339
fig|536231.75.peg.1345	1	0	0	0	0	0
fig|536231.75.peg.1346	81	88	76	18	67	22
fig|536231.75.peg.1347	1	2	0	0	1	0
fig|536231.75.peg.1348	8795.413	9236	3947	11172.998	25628.997	26427.569
fig|536231.75.peg.1349	1937.007	1344.004	604	1951.002	2025.003	1115
fig|536231.75.peg.1350	986.106	580	351	1329	725	1216
fig|536231.75.peg.1351	0	0	0	0	0	0
fig|536231.75.peg.1352	8049.776	5372	3262	7646.041	6544	6608
fig|536231.75.peg.1353	23.982	24	12	16	16	34
fig|536231.75.peg.1354	1828	1405	625	2435	1958	3201
fig|536231.75.peg.1355	796	672	389	758	712	842
fig|536231.75.peg.1356	599	435	264	336	442	365
fig|536231.75.peg.1357	1198	763	492	1170	1127	523
fig|536231.75.peg.1358	159614.065	118333.675	92558	246987.476	171524.907	185746.817
fig|536231.75.peg.1359	49202.894	32006.18	23594	67410	53615.994	51981
fig|536231.75.peg.1360	36862.831	33284.248	20671	35948.477	34642.466	38640.977
fig|536231.75.peg.1361	4146.067	3264	1477	3376	4270	3203
fig|536231.75.peg.1362	21351.012	14896.641	8221	19708	16930.151	14125
fig|536231.75.peg.1363	4089	3315	1205	4510	3064	2882
fig|536231.75.peg.1364	9170.114	5931	4040	8581	5873	6374
fig|536231.75.peg.1365	9861.911	6540.302	4488	8569.18	6189	5695
fig|536231.75.peg.1366	1364	1119	622	3374	1606	1754
fig|536231.75.peg.1367	1416.067	1552	890	3918	3414	1670
fig|536231.75.peg.1368	758	534	346	6491	2525	2288
fig|536231.75.peg.1369	1323	887	561	10842	3638	4641.61
fig|536231.75.peg.1370	790	441	309	4527	1689	2028
fig|536231.75.peg.1371	547	442	281	2240	1094	1027
fig|536231.75.peg.1372	2168.099	1570	954	4947	2451	2418
fig|536231.75.peg.1373	1452.058	906	495	3831	1859	2018
fig|536231.75.peg.1374	1656	1123	585	4225	2136	2253
fig|536231.75.peg.1375	27	10	12	31	8	38
fig|536231.75.peg.1376	1508.767	1235.821	358	3094.268	2187	1851
fig|536231.75.peg.1377	4853.573	3606.341	1450	8309.732	5279	4635
fig|536231.75.peg.1378	4.277	15.279	4.408	0	0	5.086
fig|536231.75.peg.1379	1	7	3	4	0	0
fig|536231.75.peg.1380	228	191	141	63	109	40
fig|536231.75.peg.1381	34.389	37	22	6	31	5
fig|536231.75.peg.1382	122.566	141.928	0	115.157	117.305	68.461
fig|536231.75.peg.1383	2025.138	1416.782	961.052	1503.865	1479.496	1049.413
fig|536231.75.peg.1384	126.834	121.96	62.697	54.998	56.104	49.794
fig|536231.75.peg.1385	5	8	0	13	6	0
fig|536231.75.peg.1386	622.001	708	671	333	569	273
fig|536231.75.peg.1387	0	0	0	0	0	0
fig|536231.75.peg.1388	0	3	0	0	0	0
fig|536231.75.peg.1389	1518	1503	776	6637.096	3129.177	2543
fig|536231.75.peg.1390	1472.298	1659	1140	4757	2445	2207
fig|536231.75.peg.1391	2	17	3	0	0	2
fig|536231.75.peg.1392	35	35	34	9	9	1
fig|536231.75.peg.1393	12	5.696	15	1	0	0
fig|536231.75.peg.1394	17	16	24	2	4	0
fig|536231.75.peg.1395	23	7	0	2	3	10
fig|536231.75.peg.1396	23194.034	36271	14531	24552.781	36697.739	19879
fig|536231.75.peg.1397	4879.133	3492.005	2892	3134	2460	1782
fig|536231.75.peg.1398	13	5	0	3.607	4	0
fig|536231.75.peg.1400	187.403	194	103	347	219.741	240
fig|536231.75.peg.1401	99	69	32	196	98.259	112
fig|536231.75.peg.1402	535.656	505	303	650.114	382	310
fig|536231.75.peg.1403	800.344	823	487	1012.886	620	599
fig|536231.75.peg.1404	2772	2034	1758	1319	1545	820
fig|536231.75.peg.1405	13	6	2	0	0	2
fig|536231.75.peg.1406	11	9	0	19	13	14
fig|536231.75.peg.1407	4	4	3	9	4	4
fig|536231.75.peg.1408	2119.949	1463.18	1124	4302.276	2802	2807
fig|536231.75.peg.1409	39	21	41	36	13	12
fig|536231.75.peg.1410	2	6	7	0	0	0
fig|536231.75.peg.1411	26	22	0	5	10	2
fig|536231.75.peg.1412	0	0	0	0	0	0
fig|536231.75.peg.1413	9701.555	6262	5332	6775	3675	4334
fig|536231.75.peg.1414	295.018	128	97	138	80	114
fig|536231.75.peg.1415	92.998	77	55	49	76	33
fig|536231.75.peg.1416	97	82	47.041	77	77	43
fig|536231.75.peg.1417	38	47	25	21	13	15
fig|536231.75.peg.1418	1890	2212	963	2306	1506	2661
