patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.522	103	72	114	111	75	113
fig|536231.75.peg.523	0	7	2	27	0	0
fig|536231.75.peg.524	6	10	1	3	26	15
fig|536231.75.peg.525	0	0	0	0	0	0
fig|536231.75.peg.526	275	289	314	773	260	456
fig|536231.75.peg.527	452	346	504	1028	565	620
fig|536231.75.peg.528	1759	991	1363	3871	922	1204
fig|536231.75.peg.529	445	250	427	6838	716	756
fig|536231.75.peg.530	1	0	4	30	0	0
fig|536231.75.peg.531	116.456	56.999	114.217	706.622	145	216
fig|536231.75.peg.532	1265.544	746.001	1061.783	19957.378	2288	1868
fig|536231.75.peg.533	665.451	406.908	719.694	5786.307	651.769	654
fig|536231.75.peg.534	1189.549	918.092	1417.306	2276.693	893.231	824
fig|536231.75.peg.535	2	1	1	0	0	0
fig|536231.75.peg.536	1859	1355	2210	3484	755	1173
fig|536231.75.peg.537	1737	1211	1929	3594	1015	1398
fig|536231.75.peg.538	395	252	422	1643	316	525
fig|536231.75.peg.539	143.033	82	150	274.227	42	51
fig|536231.75.peg.540	2	0	2	0	0	0
fig|536231.75.peg.541	193.595	112	217.66	1299.741	190	220
fig|536231.75.peg.542	541.372	436	656.34	2271.22	585	463
fig|536231.75.peg.543	24	36	59	445.811	29	57
fig|536231.75.peg.544	31	3	23	22	27	6
fig|536231.75.peg.545	87	82	110	318	148	196
fig|536231.75.peg.546	56	48	64	346	49	119
fig|536231.75.peg.547	2	0	0	3	0	0
fig|536231.75.peg.548	47	40	49	275	76	65
fig|536231.75.peg.549	0	0	0	0	6	0
fig|536231.75.peg.550	2	0	1	8	0	0
fig|536231.75.peg.551	4	2	1	14	39	19
fig|536231.75.peg.552	0	0	0	0	37	0
fig|536231.75.peg.553	0	0	0	0	0	0
fig|536231.75.peg.554	17	22	12	36	10	35
fig|536231.75.peg.555	2	0	0	0	0	0
fig|536231.75.peg.556	2	0	0	3	0	9
fig|536231.75.peg.557	0	0	0	0	27	0
fig|536231.75.peg.558	0	0	0	0	31.646	53.936
fig|536231.75.peg.560	0	0	0	100.501	0	39.155
fig|536231.75.peg.561	596	391	434	989	469	251
fig|536231.75.peg.562	258	177	119	3540	738	856
fig|536231.75.peg.563	17.535	5	15.001	39.447	16.33	20
fig|536231.75.peg.564	78.063	68.745	37.999	150.553	111.944	64
fig|536231.75.peg.565	39.402	12.255	17	103	22.727	12
fig|536231.75.peg.566	713	607	586	1483	438	487
fig|536231.75.peg.567	714	576	475	774	415	436
fig|536231.75.peg.568	0	0	0	0	0	0
fig|536231.75.peg.569	1318.13	1002	990	2192	660	457
fig|536231.75.peg.570	3	4	3	13	0	13
fig|536231.75.peg.571	459.311	344.456	406.899	1733.409	354.758	493.03
fig|536231.75.peg.572	1043.559	834.544	816.101	3427.591	696.242	1079.97
fig|536231.75.peg.573	610	573	688	1288	787	426
fig|536231.75.peg.574	558	461	599	2767	626	632
fig|536231.75.peg.576	291	216	274	876	256	281
fig|536231.75.peg.577	152	130	101	559	105	283
fig|536231.75.peg.578	0	0	0	0	0	0
fig|536231.75.peg.579	1091	919	860	1991	1683	2026
fig|536231.75.peg.580	3600	2903	3561	17142	9738	10252
fig|536231.75.peg.581	427	222	301	2574	465	886
fig|536231.75.peg.582	348	200	251	2883	580	737
fig|536231.75.peg.583	0	0	0	0	0	0
fig|536231.75.peg.584	256	181	206	1191	281	374
fig|536231.75.peg.585	1941	1407	1205	940	670	367
fig|536231.75.peg.586	5	5	25	68	30	82
fig|536231.75.peg.587	0	2	1	24	16	0
fig|536231.75.peg.588	162	162	151	91	123	59
fig|536231.75.peg.589	292	148	214	198	122	38
fig|536231.75.peg.590	1053	807	946	994	362	308
fig|536231.75.peg.591	2062	1700	1867	1588	992	731
fig|536231.75.peg.592	52	25	27	27	55	0
fig|536231.75.peg.593	0	0	0	0	0	0
fig|536231.75.peg.594	145	76	89	1241	174	185
fig|536231.75.peg.595	21	2	11	30	0	0
fig|536231.75.peg.596	52	38	38	172	28	69
fig|536231.75.peg.597	4	0	0	3	0	0
fig|536231.75.peg.598	441	320	350	3752	512	577
fig|536231.75.peg.600	2749.862	1919	1859	2403	950	655
fig|536231.75.peg.601	9957.421	8652	8733	10584	5494	5677
fig|536231.75.peg.602	2892	1893	2301	11778	2604	2212
fig|536231.75.peg.603	1453	1265	1600.067	1952	616	896
fig|536231.75.peg.604	2035	1654	2402	3908	1915	1657
fig|536231.75.peg.605	1321	1085	1430	2086	765	634
fig|536231.75.peg.606	463	341	487	1360	370	509
fig|536231.75.peg.607	481	414	662	280	127	128
fig|536231.75.peg.608	14	5	29	25	0	0
fig|536231.75.peg.609	526	530	703	752	225	369
fig|536231.75.peg.610	7297	4979	4725	2966	3485	2328
fig|536231.75.peg.611	3969	2517	3004.706	4574	4225	3114
fig|536231.75.peg.612	0	0	0	0	0	0
fig|536231.75.peg.613	57	30	57	118	93	62
fig|536231.75.peg.614	0	0	0	0	0	0
fig|536231.75.peg.615	53	44	36	280	24	135
fig|536231.75.peg.616	0	0	0	0	0	0
fig|536231.75.peg.617	47	37	21	39	98	25
fig|536231.75.peg.618	82.998	34	74.821	249	260	231
fig|536231.75.peg.619	150.002	125	162.179	475	182	85
fig|536231.75.peg.620	33	48	32	84	74	70
fig|536231.75.peg.621	126	120	104	274	145	151
fig|536231.75.peg.622	4	1	0	0	32	0
fig|536231.75.peg.623	1	0	0	1	0	0
fig|536231.75.peg.624	2	0	0	12	16	0
fig|536231.75.peg.625	4	0	0	4	0	0
fig|536231.75.peg.626	3	0	3	4	9	0
fig|536231.75.peg.627	0	0	0	0	0	0
fig|536231.75.peg.628	0	0	0	0	8	0
fig|536231.75.peg.629	0	0	0	0	0	0
fig|536231.75.peg.630	3959	3259	3714	2009	1684	1381
fig|536231.75.peg.631	0	0	0	0	0	0
fig|536231.75.peg.632	50	34	28	65	14	35
fig|536231.75.peg.633	288	219	257	190	97	138
fig|536231.75.peg.634	476.409	317.368	314.176	468.021	417	398.332
fig|536231.75.peg.635	844.591	644.632	447.824	1135.979	791	400.668
fig|536231.75.peg.636	878	394	339	329	51	56
fig|536231.75.peg.637	6796	4590	4444	46288	7041	7883
fig|536231.75.peg.638	0	0	0	0	0	0
fig|536231.75.peg.639	226	222	225	427	137	190
fig|536231.75.peg.640	265	198	170	370	196	134
fig|536231.75.peg.641	390	303	279	421	248	256
fig|536231.75.peg.642	1225	885	1162	729	425	626
fig|536231.75.peg.643	1358	1031	1323	1727	657	1425
fig|536231.75.peg.644	580	479	495	1726	332	363
fig|536231.75.peg.645	1325	1068	1167	2743	1086	914
fig|536231.75.peg.646	1369	984	1153	1659	738	862
fig|536231.75.peg.647	275	88	197	282	25	103
fig|536231.75.peg.648	2238	1662	1851	2652	2208	1943
fig|536231.75.peg.649	546	300	431	1724	682	208
fig|536231.75.peg.650	919	947	1116	1434	643	701
fig|536231.75.peg.651	604	607	642	2180	506	750
fig|536231.75.peg.652	749	653	744	2225	1063	944
fig|536231.75.peg.653	317	187	227	275	380	204
fig|536231.75.peg.654	931	651	798	1827	1581	1493
fig|536231.75.peg.655	10	2	4	5	0	0
fig|536231.75.peg.656	9	10	19	16	18	0
fig|536231.75.peg.657	0	2	3	1	0	0
fig|536231.75.peg.658	391	336	383	1049	543	450
fig|536231.75.peg.659	2178	1808	2293	1262	1005	1074
fig|536231.75.peg.660	795	554	583	897	376	220
fig|536231.75.peg.661	74	47	36	46	72	0
fig|536231.75.peg.662	12	0	1	18	0	0
fig|536231.75.peg.663	13697	8534	10919	19651	14484	11676
fig|536231.75.peg.664	6785	5087	6183	3774	4193	3555
fig|536231.75.peg.665	5052	3247	4752	3634	3008	2290
fig|536231.75.peg.666	4428	2895	4278	3624	2820	1728
fig|536231.75.peg.667	8705	6463	8191	9552	5013	4007
fig|536231.75.peg.668	1	0	4	0	0	0
fig|536231.75.peg.669	9	2	5	0	0	0
fig|536231.75.peg.670	247	232	185	217	96	40
fig|536231.75.peg.671	173	115	124	244	107	94
fig|536231.75.peg.672	2	1	1	4	19	0
fig|536231.75.peg.673	12	10	24	73	12	6
fig|536231.75.peg.674	0	2	0	21	2	0
fig|536231.75.peg.675	0	1	0	13	0	0
fig|536231.75.peg.676	4	0	0	0	0	14
fig|536231.75.peg.677	0	0	0	8	0	0
fig|536231.75.peg.678	0	3	0	8	33	0
fig|536231.75.peg.679	3	0	0	0	0	0
fig|536231.75.peg.680	4409	3562	2931	806	951	860
fig|536231.75.peg.681	88	66	70	495	54	57
fig|536231.75.peg.682	81	55	33	168	86	39
fig|536231.75.peg.683	0	0	0	0	0	0
fig|536231.75.peg.684	0	1	3	0	27	0
fig|536231.75.peg.685	0	0	0	2	23	0
fig|536231.75.peg.686	0	0	0	0	0	0
fig|536231.75.peg.687	17	12	19	13	45	13
fig|536231.75.peg.688	145.912	88	81	1913.467	126	105
fig|536231.75.peg.689	51.088	48	43	243.533	68	86
fig|536231.75.peg.690	263	245	284	1051	265	342
fig|536231.75.peg.691	76	78	84	1861	209	140
fig|536231.75.peg.692	82	65	73	832	101	109
fig|536231.75.peg.693	377	324	419	5232	826	846
fig|536231.75.peg.694	504.735	375.532	302.357	137.91	105.133	133.017
fig|536231.75.peg.695	0	0	0	4.501	0	0
fig|536231.75.peg.696	0	0	0	10.162	0	0
fig|536231.75.peg.697	0	0	4	5	22	0
fig|536231.75.peg.698	32	30	35	240	31	31
fig|536231.75.peg.699	68.242	16.525	26.518	122.734	60.6	68.469
fig|536231.75.peg.700	164.905	113.807	83.418	324.653	75.577	99.804
fig|536231.75.peg.701	268	115	132	596	129	117
fig|536231.75.peg.702	178	149	148	345.199	118	108
fig|536231.75.peg.703	8	1	4	78	0	26
fig|536231.75.peg.704	16	7	5	150	5	0
fig|536231.75.peg.705	20	17	23	316	124	29
fig|536231.75.peg.706	2	3	0	5	0	0
fig|536231.75.peg.707	2	0	2	8	13	0
fig|536231.75.peg.708	1	0	1	6	15	10
fig|536231.75.peg.709	16	5	18	38	104	0
fig|536231.75.peg.710	26	34	28	62	100	56
fig|536231.75.peg.711	105	107	111	145	273	54
fig|536231.75.peg.712	27	10	11	25	70	47
fig|536231.75.peg.713	0	0	0	0	0	0
fig|536231.75.peg.714	149	103	146	386	169	179
fig|536231.75.peg.715	247	141	211	183	176	190
fig|536231.75.peg.716	226	180	198	465	117	160
fig|536231.75.peg.717	203	131	138	269	84	187
fig|536231.75.peg.718	542	480	576	646	542	678
fig|536231.75.peg.719	371	311	362	550	254	177
fig|536231.75.peg.720	378	266	371	458	255	321
fig|536231.75.peg.721	4	0	0	23.908	0	13
fig|536231.75.peg.722	213	172	216	378.092	188	151
fig|536231.75.peg.723	29	27	35	255	72	36
fig|536231.75.peg.724	1470	868	702	9160	687	1251
fig|536231.75.peg.725	67	50	49	1064	118	85
fig|536231.75.peg.726	304	266	284	1301	287	196
fig|536231.75.peg.727	343	345	373	749	417	464
fig|536231.75.peg.728	2	13	5	4	0	0
fig|536231.75.peg.729	153	107	161	588	189	76
fig|536231.75.peg.730	116	73	116	784	152	172
fig|536231.75.peg.731	299	150	325	908	111	219
fig|536231.75.peg.732	1	1	0	0	0	0
fig|536231.75.peg.733	21	14	18	39	1	0
fig|536231.75.peg.734	659	518	598	445	320	202
fig|536231.75.peg.735	324.365	319	406	153	335	217
fig|536231.75.peg.736	299.936	261.699	227.403	249.878	133	133
fig|536231.75.peg.737	827.699	568.301	543.597	812.122	269	192
fig|536231.75.peg.738	64	57	110	174	44	38
fig|536231.75.peg.739	571	476	456	340	207	404
fig|536231.75.peg.740	0	0	0	0	0	0
fig|536231.75.peg.741	121	110	98	502	206	334
fig|536231.75.peg.742	6	0	2	0	26	0
fig|536231.75.peg.743	1	0	0	0	40	0
fig|536231.75.peg.744	4	1	0	16	60	0
fig|536231.75.peg.745	129	82	72	111	172	57
fig|536231.75.peg.746	373	255	225	113	233	59
fig|536231.75.peg.747	12	4	5	21	17	28
fig|536231.75.peg.748	1	7	1	7	0	0
fig|536231.75.peg.749	0	0	0	0	0	0
fig|536231.75.peg.750	957	689	644	385	450	322
fig|536231.75.peg.751	4	7	1	29	0	46
fig|536231.75.peg.752	0	0	2	5	21	2
fig|536231.75.peg.753	8	4	7	66	86	0
fig|536231.75.peg.754	3455	2310	2102	15488	1254	2131
fig|536231.75.peg.755	12231	10585	10830	24383	4543	5575
fig|536231.75.peg.756	9022	6371	6460	22319	5231	5632
fig|536231.75.peg.757	1955	1644	1995	3098	1333	1390
fig|536231.75.peg.758	3026	2672	3307	4704	3554	3778
fig|536231.75.peg.759	33	17	19	46	34	14
fig|536231.75.peg.760	4	0	3	5	0	0
fig|536231.75.peg.761	79	70	65	108	62	0
fig|536231.75.peg.762	40	29	31	43	43	32
fig|536231.75.peg.763	3757	3231	2720	7337	2405	2240
fig|536231.75.peg.764	2850	1864	2366	3919	1249	1698
fig|536231.75.peg.765	3142.397	2159.489	2627.953	7484.037	2221.705	1629
fig|536231.75.peg.766	359.603	197.511	216.047	2505.963	428.295	342
fig|536231.75.peg.767	1020	815	949	2139	845	844
fig|536231.75.peg.768	11	11	4	39	21	16
fig|536231.75.peg.769	14	10	4	2	39	0
fig|536231.75.peg.770	11	20	11	2	5	0
fig|536231.75.peg.771	517.124	377	482.431	552.209	185	177
fig|536231.75.peg.772	1057.319	789	868.569	1990.791	536	370
fig|536231.75.peg.773	723.557	557	655.054	1270.107	302	259.803
fig|536231.75.peg.774	1641.372	1546	1690.946	2114.893	868	924.197
fig|536231.75.peg.775	673	510	624	2181	569	386
fig|536231.75.peg.776	2268	1628	2341	4053	911	1278
fig|536231.75.peg.777	1711.952	1169	1889.158	3088	852	956
fig|536231.75.peg.778	123.048	59	147.606	110.412	3	4.811
fig|536231.75.peg.779	2235	1991	2631.236	3760.588	1385	1137.189
fig|536231.75.peg.780	2051	1931	2456	3139	984	1067
fig|536231.75.peg.781	2371	1353	2043	5826	1770	1250
fig|536231.75.peg.782	568	379	526.039	1466	372	435
fig|536231.75.peg.783	291	231	248	663	233	76
fig|536231.75.peg.784	486	455	607	966	287	276
fig|536231.75.peg.785	680	495	602	964	429	373
fig|536231.75.peg.786	867	697	925	993	315	515
fig|536231.75.peg.787	716	564	713	1712	333	425
fig|536231.75.peg.788	433	349	439	891	479	382
fig|536231.75.peg.789	492	394	388	2653	1013	349
fig|536231.75.peg.790	413	331	426	885	289	525
fig|536231.75.peg.791	262	207	307	456	171	131
fig|536231.75.peg.792	455	373	448	682	312	250
fig|536231.75.peg.793	558	367	356	802	337	175
fig|536231.75.peg.794	306	184	281	426	234	168
fig|536231.75.peg.795	545	283	412	654	360	290
fig|536231.75.peg.796	360	309	355	263	170	107
fig|536231.75.peg.797	151	192	168	1492	176	180
fig|536231.75.peg.798	252	207	261	529	258	227
fig|536231.75.peg.799	495	398	496	912	242	311
fig|536231.75.peg.800	174	186	197	280	169	161
fig|536231.75.peg.801	579	439	629	989	361	550
fig|536231.75.peg.802	1478	1072	1431	2773	1625	1508
fig|536231.75.peg.803	554	401	426	1595	530	347
fig|536231.75.peg.804	7	0	3	4	15	0
fig|536231.75.peg.805	2589	1997	2713	3378	1848	1463
fig|536231.75.peg.806	564	544	561	661	460	337
fig|536231.75.peg.807	92.999	51.284	89.365	69.455	80	14
fig|536231.75.peg.808	62.868	58	62.635	74	12	0
fig|536231.75.peg.809	7	7	3	62.866	0	37
fig|536231.75.peg.810	21	12	6	35.134	25	18
fig|536231.75.peg.811	703	656	641	4393	1033	985
fig|536231.75.peg.812	223	147	235	1025	406	396
fig|536231.75.peg.813	162	120	182	2245	326	270
fig|536231.75.peg.814	105	90	69	509	123	159
fig|536231.75.peg.815	99	81	119	321	107	42
fig|536231.75.peg.816	111	72	99	521	103	208
fig|536231.75.peg.817	207	141	188	949	154	233
fig|536231.75.peg.818	396	329	382	1833	344	519
fig|536231.75.peg.819	0	0	0	0	0	0
fig|536231.75.peg.820	715	298	549	1601	570	520
fig|536231.75.peg.821	178	134	146	356	245	268
fig|536231.75.peg.822	209	160	216	2005	256	241
fig|536231.75.peg.823	298	204	254	1891	266	286
fig|536231.75.peg.824	20.06	18	12	104.69	22	26
fig|536231.75.peg.825	73.997	80.484	66.523	49.553	73	43
fig|536231.75.peg.826	76.745	86.257	68.702	114.332	22	19
fig|536231.75.peg.827	1192	864	1044	1989	1180	1564
fig|536231.75.peg.828	233.508	159	226.364	1481.313	452.003	336
fig|536231.75.peg.829	82.951	84	90.054	271.711	42.997	47
fig|536231.75.peg.830	148.541	100	105.582	189.976	223	169
fig|536231.75.peg.831	245	178	238	1060	186	205
fig|536231.75.peg.832	80	61	100	359	122	25
fig|536231.75.peg.833	146	105	184	392	123	200
fig|536231.75.peg.834	286	229	186	2778	264	145
fig|536231.75.peg.835	224	121	161	1146	212	74
fig|536231.75.peg.836	255	282	239	2903	361	369
fig|536231.75.peg.837	248	157	208	3904	495	265
fig|536231.75.peg.838	289	241	261	2911	350	480
fig|536231.75.peg.839	264	208	183	1797	196	311
fig|536231.75.peg.840	276	249	293	2601	432	344
fig|536231.75.peg.841	96	46	114	144	11	17
fig|536231.75.peg.842	755	550	723	618	426	286
fig|536231.75.peg.843	2356	2000	2200	3489	3247	2821
fig|536231.75.peg.844	139	85	140	224	65	15
fig|536231.75.peg.845	138	140	153	374	91	82
fig|536231.75.peg.846	153	127	128	232	143	114
fig|536231.75.peg.847	170	120	125	1094	270	257
fig|536231.75.peg.848	259	169	195	310	165	209
fig|536231.75.peg.849	36	28	45	155	10	22
fig|536231.75.peg.850	54.306	43.612	16.559	5.734	102.678	0
fig|536231.75.peg.851	1100.875	759.565	582.533	1033.256	955.538	915.245
fig|536231.75.peg.860	2	2	0	23	50	0
fig|536231.75.peg.861	0	0	0	0	22	0
fig|536231.75.peg.862	7	4	8	61	42	10
fig|536231.75.peg.863	0	0	1	0	19	0
fig|536231.75.peg.864	3361	1991	3312	15089	1172	1334
fig|536231.75.peg.865	3097	2489	4061	4955	1136	1693
fig|536231.75.peg.866	342	325	435	337	177	179
fig|536231.75.peg.867	1436	1163	2221	3138	1017	1334
fig|536231.75.peg.868	4753	3277	4872	11757	3145	2880
fig|536231.75.peg.869	1133.843	816	1181	1647	658	714
fig|536231.75.peg.870	3080.371	2541	3616	6150	2314	2623
fig|536231.75.peg.871	3159	2546	3342	6988	3018	2692
fig|536231.75.peg.872	45.467	11.924	31.561	52.846	0	22.637
fig|536231.75.peg.873	623	526	930	517	360	291
fig|536231.75.peg.874	1782	1172	1492	1217	924	903
fig|536231.75.peg.875	3876	2896	3176	5309	2672	2267
fig|536231.75.peg.876	7	7	2	12	9	0
fig|536231.75.peg.877	42	26	27	362	73	153
fig|536231.75.peg.878	1733	1318	1814	702	522	434
fig|536231.75.peg.879	4616	3499	2957	11650	7072	7733
fig|536231.75.peg.880	23	5	14	53	0	20
fig|536231.75.peg.881	6893.982	4675.881	5851.884	15199.204	3981.746	6397.975
fig|536231.75.peg.882	483	323	414	1513	260	332
fig|536231.75.peg.883	717	587	536	1655	312	407
fig|536231.75.peg.884	41	26	43	60	0	36
fig|536231.75.peg.885	2286	1867	2012	2215	1231	1416
fig|536231.75.peg.886	1825	1405	1289	797	1191	832
fig|536231.75.peg.887	2446	1573.054	1597	5176	2829	2202
fig|536231.75.peg.888	0	0	0	0	0	0
fig|536231.75.peg.889	2555	1698	1946	6683	2008	1657
fig|536231.75.peg.890	0	0	0	0	0	0
fig|536231.75.peg.891	0	0	1	2	0	0
fig|536231.75.peg.892	0	2	0	0	55	0
fig|536231.75.peg.893	144	65	87	117	112	120
fig|536231.75.peg.894	264	155	245	123	118	101
fig|536231.75.peg.895	1281	762	863	1303	759	846
fig|536231.75.peg.896	32	27	37	7	1	46
fig|536231.75.peg.897	196	142	152	1678	174	184
fig|536231.75.peg.898	346	287	348	603	400	269
fig|536231.75.peg.899	776	528	634	2380	705	745
fig|536231.75.peg.900	2312	1828	2194	3683	1245	1849
fig|536231.75.peg.901	29	26	35	68	6	11
fig|536231.75.peg.902	67.448	100.732	99.662	287.168	50.685	185.779
fig|536231.75.peg.903	20.552	21.268	18.338	165.832	43.315	7.221
fig|536231.75.peg.904	4566	2834	2934	61226	5151	5673
fig|536231.75.peg.905	4	10	12	77	60	43
fig|536231.75.peg.906	64	75	58	335	116	133
fig|536231.75.peg.907	87	31	56	471	137	73
fig|536231.75.peg.908	486	378	507	783	553	556
fig|536231.75.peg.909	23	16	18	127	42	32
fig|536231.75.peg.910	180	124	133	235	209	125
fig|536231.75.peg.911	5	6	7	8	9	0
fig|536231.75.peg.912	197	146	163	617	187	267
fig|536231.75.peg.913	36	12	38	223	40	35
fig|536231.75.peg.914	110	73	44	71	38	57
fig|536231.75.peg.915	10	8	5	25	20	0
fig|536231.75.peg.916	6	14	16	58	59	0
fig|536231.75.peg.917	757	460	613	1609	398	335
fig|536231.75.peg.918	0	0	0	0	0	0
fig|536231.75.peg.919	74	58	79	77	27	20
fig|536231.75.peg.920	211	124	131	126	58	66
fig|536231.75.peg.921	0	0	0	0	0	0
fig|536231.75.peg.922	102	90	89	107	74	42
fig|536231.75.peg.923	1626	1345	1143	3285	1635	1595
fig|536231.75.peg.924	819	587	667	450	360	268
fig|536231.75.peg.925	275	195	174	326	164	71
fig|536231.75.peg.926	521	504	476	1027	747	510
fig|536231.75.peg.927	2592	1972	3092	1327	1580	1382
fig|536231.75.peg.928	2524	1620	2512	2145	1472	1153
fig|536231.75.peg.929	236	119	137	388	36	28
fig|536231.75.peg.930	0	0	0	0	0	0
fig|536231.75.peg.931	12	11	14	11	0	6
fig|536231.75.peg.932	2813	2941	2668	2664	946	1079
fig|536231.75.peg.933	10584	9468	9181	28849	10574	8476
fig|536231.75.peg.934	3633	2801	2905	3029	1585	1559
fig|536231.75.peg.935	0	1	0	0	0	0
fig|536231.75.peg.936	191	89	123	1179	189	68
fig|536231.75.peg.937	1115	725	771	787	454	478
fig|536231.75.peg.938	263	290.329	264	1106.569	270	310
fig|536231.75.peg.939	82.749	36.671	95.999	57.431	11	0
fig|536231.75.peg.940	531.251	483	561.001	558	312	119
fig|536231.75.peg.941	417	417	371	1006	353	253
fig|536231.75.peg.942	17	16	18	2	11	0
fig|536231.75.peg.943	0	0	0	0	0	0
fig|536231.75.peg.945	1307	991	1342	984	709	539
fig|536231.75.peg.946	1955	1718	1919	3618	1326	1184
fig|536231.75.peg.947	3436	3619	3106	1243	831	1318
fig|536231.75.peg.948	5573	5241	5581	3306	1280	2260
fig|536231.75.peg.949	27	16	30.305	74	42	0
fig|536231.75.peg.950	1577	1449	1238.695	490	501	521
fig|536231.75.peg.951	42	35	21	5	34	0
fig|536231.75.peg.952	2798	2710	2896	2269	1737	1920
fig|536231.75.peg.953	2938	2175	2754	4509	1364	874
fig|536231.75.peg.954	28	12	27.999	76	37	67
fig|536231.75.peg.955	697	597	691.001	1985	529	541
fig|536231.75.peg.956	4	10	0	44	20	10
fig|536231.75.peg.957	6	4	3	0	30	0
fig|536231.75.peg.958	4	0	10	2	0	0
fig|536231.75.peg.959	2778	2355	2102	3203	1054	925
fig|536231.75.peg.960	834	774	900	489	319	449
fig|536231.75.peg.961	1963	1600	1751	1191	755	613
fig|536231.75.peg.962	575	386	442	412	246	192
fig|536231.75.peg.963	842	750	912	1417	579	558
fig|536231.75.peg.964	620	370	646	682	232	113
fig|536231.75.peg.965	4058	3439	4479	12897	6217	5079
fig|536231.75.peg.966	773	488	623	1369	451	227
fig|536231.75.peg.967	0	4	4	8	0	0
fig|536231.75.peg.968	217	134	165	1392	332	544
fig|536231.75.peg.969	431	359	317	213	211	180
fig|536231.75.peg.970	50	37	38	49	83	24
fig|536231.75.peg.971	12	5	9	74	31	21
fig|536231.75.peg.972	62	70	71	338	191	57
fig|536231.75.peg.973	5	2	0	20	31	0
fig|536231.75.peg.974	11	12	14	25	12	0
fig|536231.75.peg.975	9	6	2	96	23	15
fig|536231.75.peg.976	0	0	0	0	0	0
fig|536231.75.peg.977	11	6	6	35	47	3
fig|536231.75.peg.978	0	0	0	14	23	1
fig|536231.75.peg.979	701	538	811	1856	1053	882
fig|536231.75.peg.980	238.132	164	288	440	219	269
fig|536231.75.peg.981	41.868	27	70	142	49	22
fig|536231.75.peg.982	3	0	1	12	0	8
fig|536231.75.peg.983	16.209	4.316	3	44.314	0	0
fig|536231.75.peg.984	5.251	5.023	6	63.262	1	0
fig|536231.75.peg.985	58.164	47.66	38	338.934	140	27
fig|536231.75.peg.986	3.376	1	1	20.489	0	28
fig|536231.75.peg.987	320	252	243	452	266	278
fig|536231.75.peg.988	37	22	25	94	52	45
fig|536231.75.peg.989	71	21	27	106	8	0
fig|536231.75.peg.990	46	45	42	43	0	0
fig|536231.75.peg.991	248	218	244	522	156	211
fig|536231.75.peg.992	2762.31	2029.908	1868.77	3005.314	1765.989	1674.563
fig|536231.75.peg.993	364.69	277.092	246.23	919.686	453.011	261.437
fig|536231.75.peg.994	144	115	136	102	157	63
fig|536231.75.peg.995	205	210	157	61	33	14
fig|536231.75.peg.996	633	524	570	1390	279	301
fig|536231.75.peg.997	1768	1327	1638	3718	1261	1510
fig|536231.75.peg.998	494	439	432	598	335	247
fig|536231.75.peg.999	634	431	575	1015	803	631
fig|536231.75.peg.1000	1757	1476	1329	5077	899	670
fig|536231.75.peg.1001	3089	2463	3100	3012	1577	1686
fig|536231.75.peg.1002	665	553	432	310	222	267
fig|536231.75.peg.1003	0	0	3	0	0	0
fig|536231.75.peg.1004	16	11	12	44	36	3
fig|536231.75.peg.1005	8	0	1	0	0	0
fig|536231.75.peg.1006	18	2	5	134.65	30	43
fig|536231.75.peg.1007	457	315	302	3816.35	648	793
fig|536231.75.peg.1008	39	36	62	261	65	65
fig|536231.75.peg.1009	32	23	37	251	65	181
fig|536231.75.peg.1010	7979	6143	5301	6555	4399	3192
fig|536231.75.peg.1011	4	3	2	7	0	0
fig|536231.75.peg.1012	579	496	499	504	238	268
fig|536231.75.peg.1013	259	213	177	156	109	55
fig|536231.75.peg.1014	20	16	32	12	0	0
fig|536231.75.peg.1015	5	3	3	4	16	0
fig|536231.75.peg.1016	0	0	0	0	0	0
fig|536231.75.peg.1017	8	8	7	8	0	0
fig|536231.75.peg.1018	0	0	0	5	0	0
fig|536231.75.peg.1019	125	81	153	144	1998	1866
fig|536231.75.peg.1020	176	201	240	183	2805.594	2717
fig|536231.75.peg.1021	73.485	32.282	59.656	82.071	1207.046	1086.333
fig|536231.75.peg.1022	111.515	78.718	93.657	96.854	962.359	1303.667
fig|536231.75.peg.1023	35.053	30.608	32.724	29.86	313.338	386.14
fig|536231.75.peg.1024	37.947	25.392	33.962	20.215	333.662	286.86
fig|536231.75.peg.1025	118	55	153	167	1615	1686
fig|536231.75.peg.1026	37.999	40	69.632	42	737.075	853.639
fig|536231.75.peg.1027	198.001	149	233.368	197	1554.925	2142.361
fig|536231.75.peg.1028	65	59	132	48	844	905
fig|536231.75.peg.1029	122	113	125	77	1177	1232
fig|536231.75.peg.1030	4	6	9	10	166.871	227
fig|536231.75.peg.1031	44	32	77	40	761.094	623.309
fig|536231.75.peg.1032	10.864	3	9	12	92.192	44.691
fig|536231.75.peg.1033	114.136	105.27	134	119	1738.842	1265.907
fig|536231.75.peg.1034	15.844	8.23	21	14	116.72	185.893
fig|536231.75.peg.1035	368.156	383.5	558	207	2879.28	3483.2
