patricID	btri_t12_riA	btri_t12_riB	btri_t12_riC	btri_t36_riA	btri_t36_riB	btri_t36_riC
fig|536231.75.peg.3324	0	0	0	0	0	0
fig|536231.75.peg.3325	44	22	17	30	24	21
fig|536231.75.peg.3326	52	24	30	278	96	26
fig|536231.75.peg.3327	2	0	3	13	15	5
fig|536231.75.peg.3328	0	0	0	0	0	0
fig|536231.75.peg.3329	637	515	492	1555	692	774
fig|536231.75.peg.3330	131	114	96	924	175	196
fig|536231.75.peg.3331	588	498	765	3499	433	466
fig|536231.75.peg.3332	773	670	998.621	4432	527	604
fig|536231.75.peg.3333	28	19	40	143	0	24
fig|536231.75.peg.3334	1354	1264	1184	911	1562	1072
fig|536231.75.peg.3335	1372	1165	974	4989	1253	1420
fig|536231.75.peg.3336	240.067	243.718	181.653	447.866	178.883	140
fig|536231.75.peg.3337	590.933	412.282	422.347	540.134	243.117	225
fig|536231.75.peg.3338	16	9	15	28	22	0
fig|536231.75.peg.3339	0	3.597	0	13.68	0	0
fig|536231.75.peg.3340	112	71	54	49	15	61
fig|536231.75.peg.3341	395.076	281.756	395.226	146	103	47
fig|536231.75.peg.3342	1222.924	1037.244	1137.774	438	440	355
fig|536231.75.peg.3343	697	403	816	143	233	233
fig|536231.75.peg.3344	189	127	221	46	49	56
fig|536231.75.peg.3345	483	274	462	224	152	89
fig|536231.75.peg.3346	1	4	5	0	8	0
fig|536231.75.peg.3347	0	1	0	0	15	0
fig|536231.75.peg.3348	155.213	121.291	194.138	207	92	84
fig|536231.75.peg.3349	68.787	53.307	45.143	77.982	27	10
fig|536231.75.peg.3350	2378	2089.403	2080.719	2828.018	1196	1027
fig|536231.75.peg.3351	1087	911	1167	1470	1083	729
fig|536231.75.peg.3352	778	451	859	2764	571	428
fig|536231.75.peg.3353	1659	1483	1836	3024	1331	1352
fig|536231.75.peg.3354	1832	1374	1828	1494	908	521
fig|536231.75.peg.3355	377	290	273	647	212	255
fig|536231.75.peg.3356	1186	947	868	1092	934	1019
fig|536231.75.peg.3357	5302	3813	2911	4204	2216	2310
fig|536231.75.peg.3358	0	0	0	0	0	0
fig|536231.75.peg.3359	38	34	27	162	19	51
fig|536231.75.peg.3360	133	88	76	92	27	67
fig|536231.75.peg.3361	0	3	1	0	0	0
fig|536231.75.peg.3362	606	466	458	230	201	115
fig|536231.75.peg.3363	2116	1765	1762	807	782	675
fig|536231.75.peg.3364	198	107	110	235	203	193
fig|536231.75.peg.3365	0	0	0	0	0	0
fig|536231.75.peg.3366	9	2	2	18	53	0
fig|536231.75.peg.3367	5	7	6	0	80	71
fig|536231.75.peg.3368	411	298	295	376	449	319
fig|536231.75.peg.3369	1079	798	571	1103	939	605
fig|536231.75.peg.3370	8520	5751	5496	6484	5379	5361
fig|536231.75.peg.3371	1921	1521	1962	1207	458	528
fig|536231.75.peg.3372	3980	2954	3639	1497	929	781
fig|536231.75.peg.3373	1	4	2	0	0	0
fig|536231.75.peg.3374	377	301	328	873	311	284
fig|536231.75.peg.3375	507	376	413	944	290	341
fig|536231.75.peg.3376	37133	25933.953	31961	46256	13606	16359
fig|536231.75.peg.3377	335	237	309	466	174	132
fig|536231.75.peg.3378	702	525	600	2253	680	375
fig|536231.75.peg.3379	2742	2039	2406	2123	1389	966
fig|536231.75.peg.3380	5405	4380	3897	4242	1897	2299
fig|536231.75.peg.3381	341	259	342	1010	280	280
fig|536231.75.peg.3382	1144	958	923	2424	943	1119
fig|536231.75.peg.3383	0	0	4	0	0	0
fig|536231.75.peg.3384	1554	1309	1368	1704	1370	1032
fig|536231.75.peg.3385	1298	872	859	1269	832	817
fig|536231.75.peg.3386	113	107	96	63	7	17
fig|536231.75.peg.3387	5462.429	3983.286	4205.263	17660.99	2769.252	3357.28
fig|536231.75.peg.3388	2688.471	1699.57	2014.737	9548.01	1654.748	1446.72
fig|536231.75.peg.3389	7198.1	5459.144	4920	4626	5432	4916
fig|536231.75.peg.3390	4428	2944	3351	1388	2588	1669
fig|536231.75.peg.3391	6690	4864	4283	1397	2248	2682
fig|536231.75.peg.3392	51	45	37	70	123	15
fig|536231.75.peg.3393	234	196	153	116	81	74
fig|536231.75.peg.3394	683	556	619	468	340	212
fig|536231.75.peg.3395	176	164	144	116	85	66
fig|536231.75.peg.3396	97	67	97	73	80	23
fig|536231.75.peg.3397	532	432	399	272	343	334
fig|536231.75.peg.3398	166	121	155	211	95	82
fig|536231.75.peg.3399	339	247	270	351	195	131
fig|536231.75.peg.3400	592	502	499	466	524	400
fig|536231.75.peg.3401	192	139	135	198	120	135
fig|536231.75.peg.3402	767	624	540	449	424	297
fig|536231.75.peg.3403	600	450	479	212	284	192
fig|536231.75.peg.3404	268	201	219	44	99	78
fig|536231.75.peg.3405	137	124	125	56	57	40
fig|536231.75.peg.3406	90	83	86	45	67	32
fig|536231.75.peg.3407	181	86	110	312	83	103
fig|536231.75.peg.3408	193	174	131	112	79	53
fig|536231.75.peg.3409	163	129	136	126	39	43
fig|536231.75.peg.3410	5389	3514	3488	4699	2544	2503
fig|536231.75.peg.3411	491	305	479	1691	514	643
fig|536231.75.peg.3412	433	426	447	361	205	495
fig|536231.75.peg.3413	237	214	188	210	164	82
fig|536231.75.peg.3414	69	17	34	153	0	0
fig|536231.75.peg.3415	0	0	0	0	3	0
fig|536231.75.peg.3416	420	339	216	160	220	316
fig|536231.75.peg.3417	0	0	0	0	0	0
fig|536231.75.peg.3418	33	27	24	55	45	1
fig|536231.75.peg.3419	863	552	610	1785	594	489
fig|536231.75.peg.3420	403	336	367	1507	271	264
fig|536231.75.peg.3421	127	72	82	20	24	7
fig|536231.75.peg.3422	402	289	243	156	122	43
fig|536231.75.peg.3423	68	40	50	81	90	0
fig|536231.75.peg.3424	712	530	522	310	283	177
fig|536231.75.peg.3425	0	0	0	0	0	0
fig|536231.75.peg.3426	527	472	498	1726	773	480
fig|536231.75.peg.3427	584	531	687	735	562	401
fig|536231.75.peg.3428	440	421	353	783	393	93
fig|536231.75.peg.3429	316	329	302	449	165	264
fig|536231.75.peg.3430	362	330	340	82	17	3
fig|536231.75.peg.3431	0	0	0	0	0	0
fig|536231.75.peg.3432	756	505	705	511	610	321
fig|536231.75.peg.3433	52	41	52	92	32	67
fig|536231.75.peg.3434	4	0	2	3	0	0
fig|536231.75.peg.3435	2568.627	2178	2293	3843	1634	1722
fig|536231.75.peg.3436	1489	1197	1311	964	782	572
fig|536231.75.peg.3437	2216	1714	1983	2697	1193	969
fig|536231.75.peg.3438	1092	775	991	1516	901	608
fig|536231.75.peg.3439	12	0	0	4	0	0
fig|536231.75.peg.3440	13791.021	8910	9802	11449	7331	4335
fig|536231.75.peg.3441	12	2	11	6	0	15
fig|536231.75.peg.3442	547	402	337	277	258	201
fig|536231.75.peg.3443	1831	1341	1704	2791.078	2143	1681
fig|536231.75.peg.3444	86	64	48	235	124	92
fig|536231.75.peg.3445	50	50	60	208	87	23
fig|536231.75.peg.3446	471	398	333	1468	235	269
fig|536231.75.peg.3447	15	29	8	73	19	40
fig|536231.75.peg.3448	55	25	22	54	53	22
fig|536231.75.peg.3449	63	57	52	39	32	29
fig|536231.75.peg.3450	162	81	158	172	115	51
fig|536231.75.peg.3451	456	379	384	409	272	278
fig|536231.75.peg.3452	660	527	398	221	234	179
fig|536231.75.peg.3453	0	0	6	0	0	0
fig|536231.75.peg.3454	102	39	80	156	76	33
fig|536231.75.peg.3455	1595	1037	1268	3963	1165	1132
fig|536231.75.peg.3456	913	645	665	951	525	794
fig|536231.75.peg.3458	97	48	92	530	50	61
fig|536231.75.peg.3459	785	509	652	2346	592	795
fig|536231.75.peg.3460	293	205	263	2672	415	531
fig|536231.75.peg.3461	366	255	285	894	121	220
fig|536231.75.peg.3462	9	6	0	44	11	0
fig|536231.75.peg.3463	342	274	306	821	232	268.778
fig|536231.75.peg.3464	499.076	319.117	328	2315.512	243.309	296.295
fig|536231.75.peg.3465	149.924	157.883	130	371.488	55.691	76.928
fig|536231.75.peg.3466	191	148	131	244	64	69
fig|536231.75.peg.3467	2	0	1	0	0	0
fig|536231.75.peg.3468	616	358	322	11941	306	604
fig|536231.75.peg.3469	0	0	0	0	0	0
fig|536231.75.peg.3470	1094	898	995	1160	1461	1200
fig|536231.75.peg.3471	73	44	46	21	0	0
fig|536231.75.peg.3472	12	8	16	14	0	26
fig|536231.75.peg.3473	92	55	49	94	14	27
fig|536231.75.peg.3474	51	45	33	35	0	6
fig|536231.75.peg.3475	83	67.298	66.608	71	94	105
fig|536231.75.peg.3476	34	40.702	19.392	19	10	12
fig|536231.75.peg.3477	4065.069	3102	2271	1960	1850	2056
fig|536231.75.peg.3478	3212	2349	1896	1521	920	895
fig|536231.75.peg.3479	101	52	64	131	31	42
fig|536231.75.peg.3480	1053	955	947	1668	624	835
fig|536231.75.peg.3481	647.586	508	517	918	670	570
fig|536231.75.peg.3482	32.414	25	22	39	0	27
fig|536231.75.peg.3483	3	1	0	0	0	7
fig|536231.75.peg.3484	102	67	59	1170	284	119
fig|536231.75.peg.3485	0	0	0	0	0	0
fig|536231.75.peg.3486	21	26	25	59	14	20
fig|536231.75.peg.3487	50	34	31	25	25	0
fig|536231.75.peg.3488	3	0	2	22	0	0
fig|536231.75.peg.3489	0	0	0	0	0	0
fig|536231.75.peg.3490	108	95	95	100	58	58
fig|536231.75.peg.3491	198	161	139	124	54	52
fig|536231.75.peg.3492	14	6	16	7	0	0
fig|536231.75.peg.3493	25	16	13	11	13	39
fig|536231.75.peg.3494	161	118	89	101	74	51
fig|536231.75.peg.3495	25	33	33	21	45	46
fig|536231.75.peg.3496	559	344	361	1394	384	225
fig|536231.75.peg.3497	68	31	48	61	66	119
fig|536231.75.peg.3498	13872.766	10582	10760	2908	9036	6388
fig|536231.75.peg.3499	0	0	0	0	0	0
fig|536231.75.peg.3500	82	57	53	391	142	14
fig|536231.75.peg.3501	284	209	268	1867	1092	1141
fig|536231.75.peg.3502	72	67	81	196	146	142
fig|536231.75.peg.3503	38	29	40	103	94	108
fig|536231.75.peg.3504	498	384	490	1361	891	871
fig|536231.75.peg.3505	308.002	203	209	562	362	264
fig|536231.75.peg.3506	2	0	0	0	0	0
fig|536231.75.peg.3507	184	213	122	217	137	184
fig|536231.75.peg.3508	396	305	290	177	245	129
fig|536231.75.peg.3509	34	41	20	31	15	0
fig|536231.75.peg.3510	1553	1097	1491.742	3620.033	843	1357
fig|536231.75.peg.3511	94	38	63.709	219.967	37	6
fig|536231.75.peg.3512	898	561	811.549	2687	378	558
fig|536231.75.peg.3513	394	300	485	741	382	185
fig|536231.75.peg.3514	698	464	477	2561	472	502
fig|536231.75.peg.3515	0	0	0	4	0	0
fig|536231.75.peg.3516	252	201	220	167	22	37
fig|536231.75.peg.3517	1440	1322	1184	3013	1106	1436
fig|536231.75.peg.3518	1214	982	995	2684	1253	1231
fig|536231.75.peg.3519	2	2	7	45	17	0
fig|536231.75.peg.3520	721	694	672	76	718	170
fig|536231.75.peg.3521	16839	10439	10230	55267	15372	11859
fig|536231.75.peg.3522	0	0	0	0	0	0
fig|536231.75.peg.3523	248	179	111	444	196	66
fig|536231.75.peg.3524	1192	657	664	380	382	142
fig|536231.75.peg.3525	339	263	199	416	127	220
fig|536231.75.peg.3526	21	9.877	20	10	8	0
fig|536231.75.peg.3527	175	113.123	136	195	141	60
fig|536231.75.peg.3528	12	5	2	8	21	0
fig|536231.75.peg.3529	445	324	383	363	500	518
fig|536231.75.peg.3530	51	52	39	36	77	9
fig|536231.75.peg.3531	1470	1297	1152	727	514	316
fig|536231.75.peg.3532	158	147	187	89	113	53
fig|536231.75.peg.3533	1762	1719	2228	1947	1285	1086
fig|536231.75.peg.3534	3283	1864	3556	4983	3609	1675
fig|536231.75.peg.3535	14754	11302	16795	15883	12336	9346
fig|536231.75.peg.3536	34	52	54	64	97	0
fig|536231.75.peg.3537	82	77	105	78	66	80
fig|536231.75.peg.3538	0	2	0	0	0	0
fig|536231.75.peg.3539	215	137	242	284	80	120
fig|536231.75.peg.3540	374	389	383	489	143	148
fig|536231.75.peg.3541	3406	2707	3023	9328	2891	3953
fig|536231.75.peg.3542	38	36	39	92	53	65
fig|536231.75.peg.3543	134	125	136	292	123	113
fig|536231.75.peg.3544	6	3	11	13	0	0
fig|536231.75.peg.3545	7	2	4	61	0	0
fig|536231.75.peg.3546	3	3	13	169	0	30
fig|536231.75.peg.3547	21	5	17	212	51	27
fig|536231.75.peg.3548	958.287	531.65	788.79	2585.526	601.036	452.621
fig|536231.75.peg.3549	518.713	289.35	356.21	1380.474	348.964	300.379
fig|536231.75.peg.3550	0	3	0	8	0	0
fig|536231.75.peg.3551	0	0	2	0	0	0
fig|536231.75.peg.3552	51	71	59	99	60	56
fig|536231.75.peg.3553	18	17	27	15	0	22
fig|536231.75.peg.3554	422	305	500	655	261	303
fig|536231.75.peg.3555	170	130	151.625	311	220	162.867
fig|536231.75.peg.3556	820	564	772.375	521	278	346.133
fig|536231.75.peg.3557	880.021	894	992	633	222	279
fig|536231.75.peg.3558	24.979	19	13	47	13	13
fig|536231.75.peg.3559	2626	2570	2453	4156	1970	2122
fig|536231.75.peg.3560	866	666	949	573	307	188
fig|536231.75.peg.3561	3141.743	2609.476	3104.702	4028.688	1932.771	2082.214
fig|536231.75.peg.3562	403.257	278.524	482.298	145.312	98.229	128.786
fig|536231.75.peg.3563	1629	1247	1618	1857	572	729
fig|536231.75.peg.3564	4847	3838	4065	5631	2353	3071
fig|536231.75.peg.3565	48	44	50	489	39	56
fig|536231.75.peg.3566	51	45	49	77	28	76
fig|536231.75.peg.3567	27	10	8	47	17	46
fig|536231.75.peg.3568	237	177	192	516	278	242
fig|536231.75.peg.3569	671	526	545	438	558	480
fig|536231.75.peg.3570	2634.034	1863	2266	856	1869	1697
fig|536231.75.peg.3571	1098	774	820	340	984	685
fig|536231.75.peg.3572	162	117	106	301	135	131
fig|536231.75.peg.3573	2068	1419	1101	1282	689	975
fig|536231.75.peg.3574	8	2	9	7	14	26
fig|536231.75.peg.3575	687	527	536	496	500	304
fig|536231.75.peg.3576	1198	1234	990	1069	839	1199
fig|536231.75.peg.3577	419	326	274	724	325	308
fig|536231.75.peg.3578	952	681	836	2269	748	735
fig|536231.75.peg.3579	83	85	84	208	112	51
fig|536231.75.peg.3580	6016	4020	3674.785	9676	5414	4105
fig|536231.75.peg.3581	1051	799	581	3960	848	1021
fig|536231.75.peg.3582	259	161	197	195	161	113
fig|536231.75.peg.3583	1316	1278	1612	2550	1255	1219
fig|536231.75.peg.3584	531	401	624	969	459	293
fig|536231.75.peg.3585	87.999	80	146.209	128.389	133.982	0
fig|536231.75.peg.3586	950.001	678	905.791	5295.77	1486.018	1182
fig|536231.75.peg.3587	339	285	364	1240	530	415
fig|536231.75.peg.3588	260	206	309	745	242	308
fig|536231.75.peg.3589	198	146	165	603	204	62
fig|536231.75.peg.3590	565	534	576	1056	233	416
fig|536231.75.peg.3591	2428	2114	1988	2545	936	1228
fig|536231.75.peg.3592	264	185	206	320	128	168
fig|536231.75.peg.3593	75	60	77	124	74	23
fig|536231.75.peg.3594	15	11	6	87	66	41
fig|536231.75.peg.3595	0	0	0	0	0	0
fig|536231.75.peg.3596	624	446	376	349	455	451
fig|536231.75.peg.3597	181	86	137	316	98	88
fig|536231.75.peg.3598	721.497	769.583	676.107	2457.518	627.096	1022.473
fig|536231.75.peg.3599	250.612	168.461	192.272	2139.788	400.932	520.883
fig|536231.75.peg.3600	393.862	318.547	362.988	1352.299	330.487	626.122
fig|536231.75.peg.3601	847.83	548.41	507.633	1785.394	568.486	440.522
fig|536231.75.peg.3602	126.858	79.152	126.052	255.157	287.037	301.678
fig|536231.75.peg.3603	3384.342	3106.848	3036.948	3449.843	3570.963	3169.322
fig|536231.75.peg.3604	539	492	409	1089	302	487
fig|536231.75.peg.3605	10	14	28	34	63	35
fig|536231.75.peg.3606	1169	742	790	1784	859	985
fig|536231.75.peg.3607	1140	842	957	3196	1035	1308
fig|536231.75.peg.3608	4004	2644	3006	16466	3747	2528
fig|536231.75.peg.3609	656.243	519.075	722.671	644.77	246	387
fig|536231.75.peg.3610	97.757	65.925	89.329	86.23	34	40
fig|536231.75.peg.3611	2	0	0	0	0	0
fig|536231.75.peg.3612	0	0	0	0	0	0
fig|536231.75.peg.3613	8506	7988	8371	13192	3786	5440
fig|536231.75.peg.3614	9843	8970	8669	11795	4490	5422
fig|536231.75.peg.3615	1116	763	692	2039	800	858
fig|536231.75.peg.3616	514	288	354	267	121	136
fig|536231.75.peg.3617	118	107.405	95	214	37	48
fig|536231.75.peg.3618	16	4.595	1	39	0	0
fig|536231.75.peg.3619	3722	2975	2459	4423	1618	1805
fig|536231.75.peg.3620	194	188	168	141	120	96
fig|536231.75.peg.3621	14	10	18	0	7	0
fig|536231.75.peg.3622	60	54	55	32	0	29
fig|536231.75.peg.3623	441	333	382	746	789	416
fig|536231.75.peg.3624	142	139	68	195	107	51
fig|536231.75.peg.3625	80	55	79	53	79	35
fig|536231.75.peg.3626	1611	961.853	1291	11564	2320	3084
fig|536231.75.peg.3627	5329	3284.147	4314	23586	8279	8001
fig|536231.75.peg.3628	11261	7214	7466	20450	12220	10741
fig|536231.75.peg.3629	1009	736	802	583	329	378
fig|536231.75.peg.3630	0	0	0	0	0	0
fig|536231.75.peg.3631	464	302	349	173	135	77
fig|536231.75.peg.3632	213	147	209	298	152	84
fig|536231.75.peg.3633	970	799	876	2462	644	622
fig|536231.75.peg.3634	709	583	522	994	599	391
fig|536231.75.peg.3635	115	75	103	202	22	53
fig|536231.75.peg.3636	1063.373	818	853	1206	580	828
fig|536231.75.peg.3637	60	28	39	48	71	51
fig|536231.75.peg.3638	780.209	607	609.26	555.807	566	464
fig|536231.75.peg.3639	16.791	9	10.74	32.193	0	0
fig|536231.75.peg.3640	37	37	20	58	57	35
fig|536231.75.peg.3641	22	15	19	43	19	44
fig|536231.75.peg.3642	8	1	8	19	45	8
fig|536231.75.peg.3643	1195	836	1109	1195	968	642
fig|536231.75.peg.3644	463	282	414	509	289	158
fig|536231.75.peg.3645	3318	2624	3737	1833	1904	1531
fig|536231.75.peg.3646	830	616	921	309	400	395
fig|536231.75.peg.3647	0	0	0	0	0	0
fig|536231.75.peg.3648	1	2	5	35	25	0
fig|536231.75.peg.3649	197	133	149	430	202	306
fig|536231.75.peg.3650	564	560	473	372	506	468
fig|536231.75.peg.3651	36	36	25	25	69	0
fig|536231.75.peg.3652	0	0	0	1	0	0
fig|536231.75.peg.3653	116	143	80	208	116	59
fig|536231.75.peg.3654	154	119	93	121	14	84
fig|536231.75.peg.3655	427	382	355	301	459	212
fig|536231.75.peg.3656	2154	1557	1891	2924	2725	1944
fig|536231.75.peg.3657	519	584	613	358	546	574
fig|536231.75.peg.3658	285	209	263	295	130	116
fig|536231.75.peg.3659	616	355	545	462	632	323
fig|536231.75.peg.3660	1156	809	835	1600	776	715
fig|536231.75.peg.3661	95	31	59	137	61	59
fig|536231.75.peg.3662	92	82	93	101	122	41
fig|536231.75.peg.3663	403	307	328	846	466	390
fig|536231.75.peg.3664	643	407	645	1873	558	799
fig|536231.75.peg.3665	128.566	61.385	121.223	387.781	212.351	178.513
fig|536231.75.peg.3666	65	33	49	1042.813	121	139
fig|536231.75.peg.3667	47.434	31.615	54.777	442.958	122.804	100.854
fig|536231.75.peg.3668	73	43	37	330.447	113.845	56.633
fig|536231.75.peg.3669	3	0	6	1	0	0
fig|536231.75.peg.3670	19	4	24	181	46	36
fig|536231.75.peg.3671	72	24	37	20	56	0
fig|536231.75.peg.3672	50	36	64	17	47	92
fig|536231.75.peg.3673	3	5	9	4	37	0
fig|536231.75.peg.3674	0	0	3	18	0	0
fig|536231.75.peg.3675	184	97	174	624	228	163
fig|536231.75.peg.3676	123	102	148	536	243	226
fig|536231.75.peg.3677	20	13	33	152	42	48
fig|536231.75.peg.3678	18	13	21	300	43	29
fig|536231.75.peg.3679	66	68	60	257	37	31
fig|536231.75.peg.3680	116	71	123	1022	159	278
fig|536231.75.peg.3681	8	1	23	341	21	46
fig|536231.75.peg.3682	62	74	109	2600	226	601
fig|536231.75.peg.3683	451	363	399	453	293	345
fig|536231.75.peg.3684	773	669	714	381	483	142
fig|536231.75.peg.3685	858	662	904	2916	606	981
fig|536231.75.peg.3686	193.493	151.465	210.583	502.409	149.262	231.531
fig|536231.75.peg.3687	279.507	229.535	278.417	581.591	139.738	240.469
fig|536231.75.peg.3688	168	79	116.717	255.818	43	40
fig|536231.75.peg.3689	104	82	84.283	1530.182	94	111
fig|536231.75.peg.3690	0	0	0	0	0	0
fig|536231.75.peg.3691	4	2	0	9	0	0
fig|536231.75.peg.3694	0	0	0	0	0	0
fig|536231.75.peg.3695	121	115	127	717	253	283
fig|536231.75.peg.3696	373.966	172	192	124	46	7
fig|536231.75.peg.3697	119.034	73	98	98	29	4
fig|536231.75.peg.3698	0	0	0	0	0	0
fig|536231.75.peg.3699	12	0	1	53	14	0
fig|536231.75.peg.3700	752	624	773	8025	388	313
fig|536231.75.peg.3701	390	333	419	561	146	184
fig|536231.75.peg.3702	423	418	548	767	62	164
fig|536231.75.peg.3704	215	200	265	2694	338	315
fig|536231.75.peg.3705	31	38	31	298	17	60
fig|536231.75.peg.3706	2	0	0	0	16	0
fig|536231.75.peg.3707	2	1	0	0	0	0
fig|536231.75.peg.3708	0	0	0	0	0	0
fig|536231.75.peg.3709	0	0	1	0	0	0
fig|536231.75.peg.3710	0	0	0	0	0	0
fig|536231.75.peg.3711	1	0	1	8	11	8
fig|536231.75.peg.3712	72	80	100	715	191	162
fig|536231.75.peg.3713	71.75	71	65.497	390.619	131.949	27
fig|536231.75.peg.3714	631.25	544	680.503	495.381	340.051	288
fig|536231.75.peg.3715	398	341	317	531	220	112
fig|536231.75.peg.3716	0	0	0	7	0	0
fig|536231.75.peg.3717	633	541	528	567	350	280
fig|536231.75.peg.3718	1074	884	1056	679	385	385
fig|536231.75.peg.3719	168	100	116	112	73	103
fig|536231.75.peg.3720	220	168	211	203	237	26
fig|536231.75.peg.3721	34	15	38	261	123	31
fig|536231.75.peg.3722	34	16.135	24	146	42	63
fig|536231.75.peg.3723	37	27	49	193	67	43
fig|536231.75.peg.3724	4	11	26	52	11	15
fig|536231.75.peg.3726	79.246	66.652	83.418	30.753	55.041	15.727
fig|536231.75.peg.3727	0	0	0	0	0	0
fig|536231.75.peg.3728	28	16	36	66	46	50
fig|536231.75.peg.3729	98	100.865	94	222	186	172
fig|536231.75.peg.3730	0	0	0	2	0	0
fig|536231.75.peg.3731	1	1	13	4	0	0
fig|536231.75.peg.3732	5	2	13	1	30	0
fig|536231.75.peg.3733	18	13	21	50	40	33
fig|536231.75.peg.3734	41.959	26.696	8.855	95.487	0	0
fig|536231.75.peg.3735	14	13	6	6	0	0
fig|536231.75.peg.3736	0	0	0	3	0	0
fig|536231.75.peg.3737	3008	2780	3138	17908	3652	4232
fig|536231.75.peg.3738	192	133	150	423	174	153
fig|536231.75.peg.3739	4233	3133	4658	6730	2475	1517
fig|536231.75.peg.3740	1095	518	1057	2212	406	439
fig|536231.75.peg.3741	1969.167	1434.17	2151.049	5034.246	2381.603	1667.213
fig|536231.75.peg.3742	1731.314	1217.83	2096.951	1969.754	1337.397	740.787
fig|536231.75.peg.3743	185.746	76	189.429	3336.524	148	129
fig|536231.75.peg.3744	185.382	72.562	248.213	1042.256	84.148	39
fig|536231.75.peg.3745	1666.871	1028.438	2067.358	3538.22	1318.852	1381
fig|536231.75.peg.3746	1008	826	1231	2126	852	578
fig|536231.75.peg.3747	11772.569	7344.36	13288.72	62652.583	5477.854	4315.169
fig|536231.75.peg.3748	5117.431	4677.64	7210.28	6106.849	1643.146	1547.831
fig|536231.75.peg.3749	372.582	277.854	527.383	764.733	134.425	181.758
fig|536231.75.peg.3750	3571.43	3411.853	5008.473	13371.825	1673.924	2942.201
fig|536231.75.peg.3751	1706.886	1172.714	2225.134	20032.709	1494.529	2018.038
fig|536231.75.peg.3752	1870.286	1166.579	2637.19	10974.944	1084.122	1235.139
fig|536231.75.peg.3753	144.579	65.448	274.99	247.896	40	59.353
fig|536231.75.peg.3754	1918.119	1051.976	2472.367	4494.969	612.476	644.511
fig|536231.75.peg.3755	522.49	299.794	783.098	901.425	155.964	206.113
fig|536231.75.peg.3756	3328.443	2443.783	5024.365	4568.066	1061.561	1262.887
fig|536231.75.peg.3757	1067.737	844.237	1570.87	768.646	34	195.042
fig|536231.75.peg.3758	4000.448	3711.763	6556.372	12925.689	2451	6148.958
fig|536231.75.peg.3759	1055.022	579.796	1328.197	10776.514	741.221	1018.168
fig|536231.75.peg.3760	772.99	510.633	1058.797	4801.01	423.598	421.275
fig|536231.75.peg.3761	2870.741	2231.289	4251.593	3165.142	834.181	879.557
fig|536231.75.peg.3762	3877.565	2679.874	5490.673	3998.617	1386.183	1712
fig|536231.75.peg.3763	2525.099	1340.707	2893.239	2792.383	630.817	506
fig|536231.75.peg.3764	1501.71	897.701	1820.873	1010	227	145
fig|536231.75.peg.3765	10746.819	7884.36	12135.832	21467.144	5406.184	4726.889
fig|536231.75.peg.3766	1824.684	2109.881	2456.435	6549.665	1061.965	994.776
fig|536231.75.peg.3767	3541.37	1950.759	4157.119	10267.191	1829.851	1354.335
fig|536231.75.peg.3768	5053	3494	5958	10095	2984	1940
fig|536231.75.peg.3769	1118	671	1033	3794	749	522
fig|536231.75.peg.3770	0	0	0	0	0	0
fig|536231.75.peg.3771	618	430	463	617	311	277
fig|536231.75.peg.3772	532	401	499	319	277	199
fig|536231.75.peg.3773	657	488	449	357	304	233
fig|536231.75.peg.3774	651	456	450	337	182	247
fig|536231.75.peg.3775	138	92	64	16	66	52
fig|536231.75.peg.3776	29	13	21	44	33	0
fig|536231.75.peg.3777	0	8	0	0	54	0
fig|536231.75.peg.3778	17	35	10	11	25	0
fig|536231.75.peg.3779	0	0	0	0	0	0
fig|536231.75.peg.3780	132	127	144	252	145	48
fig|536231.75.peg.3781	1492	1535	1535	1017.841	774	655
fig|536231.75.peg.3782	3478	3071	3812	2080	1529	1458
fig|536231.75.peg.3783	1	0	3	30	0	0
fig|536231.75.peg.3784	165	101	123	257	108	196
fig|536231.75.peg.3785	1133	872	1101	635	675	572
fig|536231.75.peg.3786	472	466	316	145	344	172
fig|536231.75.peg.3787	59	30	70	190	83	0
fig|536231.75.peg.3788	6	5	2	0	19	1
fig|536231.75.peg.3789	348	219	300	358	168	81
fig|536231.75.peg.3790	227	228	228	142	188	149
fig|536231.75.peg.3791	532	388	435	220	169	138
fig|536231.75.peg.3792	0	0	0	0	0	0
fig|536231.75.peg.3793	653	519	426	984	760	551
fig|536231.75.peg.3794	108	62	58	135	149	129
fig|536231.75.peg.3795	0	0	4	0	0	0
fig|536231.75.peg.3796	0	0	1	10	47	0
fig|536231.75.peg.3797	0	0	0	0	0	0
fig|536231.75.peg.3798	2.378	0	0	3	21	21
fig|536231.75.peg.3799	13	3	10	65	40	31
fig|536231.75.peg.3800	172	93	139	597	187	200
fig|536231.75.peg.3801	35	34	37	104	24	44
fig|536231.75.peg.3802	60	39	66	124	81	69
fig|536231.75.peg.3803	56	22	40	219	50	71
fig|536231.75.peg.3804	0	0	0	0	0	0
fig|536231.75.peg.3805	6	4	7	50	0	0
fig|536231.75.peg.3806	527	299	477	820	412	508
fig|536231.75.peg.3807	77.589	46.993	65.958	127.148	52	28
fig|536231.75.peg.3808	42.411	22.007	36.042	40.852	0	0
fig|536231.75.peg.3809	1	0	0	0	0	0
fig|536231.75.peg.3810	109	59	62	787	170	91
fig|536231.75.peg.3811	0	0	0	0	0	0
fig|536231.75.peg.3812	13	9	12	34	33	4
fig|536231.75.peg.3813	0	0	0	0	0	0
