geneID	bt_t12_A	bt_t12_B	bt_t12_C	btri_t12_btA	btri_t12_btB	btri_t12_btC
BT_0573	9443.432	8864.652	7902	4323.455	4404.162	5547.727
BT_0574	5180.568	4785.348	4042.392	10198.517	10139.703	9098.273
BT_0575	1167	1125	1675	1526.035	1931	1843.032
BT_0576	1179	959.573	1037	898.86	844.076	1007.935
BT_0577	9608	8439.427	7176	2690.141	2338.902	3416.065
BT_0578	22823.592	21925	22592	16000.588	17734.487	16653.488
BT_0579	1247.408	1041	1215	773.757	518.188	672.659
BT_0580	2937	2551	3443	1226.185	1642.417	1751.853
BT_0581	477	351	345	575	339	613
BT_0582	113	76	66	63	38	42
BT_0583	914	851	1108	1258	1456	1289
BT_0584	3405	2716	3343	4790	5033.546	4279
BT_0585	7383	6221	7812	6108	4892	4070.914
BT_0586	899	881	748	460	573	565.086
BT_0587	3839	4035	4007	4460	4955	4727
BT_0588	2176	1828.045	2469	3172.56	3109	2809.318
BT_0589	15408.822	13102	14370.057	13209.609	14575.249	14893.726
BT_0590	24630.666	21010.653	21058.043	20975.476	21941.764	23724.414
BT_0591	10215	8879	12133	12281	10263.089	10549.98
BT_0592	3	0	2	5	6	16
BT_0593	18	18	6	34	10	18
BT_0594	7	2	0	5	0	3
BT_0595	140	160	134	147	152	146
BT_0596	3182.97	3004.881	3564.465	2558.143	3877.9	3781.617
BT_0597	985.579	949.495	991.534	649.908	670.197	718.889
BT_0598	2557.341	2306.979	2852.706	979.676	1370.906	1575.593
BT_0599	3321.528	2380.08	3971.082	2310.781	2293.121	2428.487
BT_0600	1055.766	805.881	1097.429	414.294	380.521	463.781
BT_0601	2196.92	1803.082	2493	1456.955	1289	1465.678
BT_0602	2681.08	2012.918	2713	2267.045	1863	1854.336
BT_0603	599.997	550.061	548	218.253	190.492	281.944
BT_0604	530.484	537.939	455	347.478	342.508	408.825
BT_0605	746.519	619	641	263.268	250.989	313.231
BT_0606	327	309.982	278	132	182.011	175.403
BT_0607	191	130.971	157.409	59	38	65.473
BT_0608	306	300.047	298.591	195	150	152.124
BT_0609	282	196	190	148.237	120.079	116.288
BT_0610	559	542	431	510.764	481.921	537.712
BT_0611	413	408	366	239.632	348.725	367.004
BT_0612	646	569	580	500.368	613.275	667.996
BT_0613	501	530	566	280.546	350.814	412.457
BT_0614	1399.556	1158.477	1681.131	1414.454	1683.186	1735.543
BT_0615	90	76	85	132	123	150
BT_0616	1310.174	1083.792	812.985	675.071	565.115	749.94
BT_0617	5416.814	5244.819	4605.015	6678.887	8760.998	8235.727
BT_0618	8652.026	7413.065	8344.451	9414.877	10187.006	9682.331
BT_0619	4197.529	3451.39	4889.549	4637.709	4938.315	4563.832
BT_0620	1391.418	1227.304	1554	1045.292	1348.364	1336.644
BT_0621	6012.942	3853.503	7281.002	11562.16	10618.635	10447.755
BT_0622	1191.097	1166.128	1447	1048.948	993.639	1333.994
BT_0623	17876	13853	15176	11981.346	10527	10733.012
BT_0624	626	536	537	448	349	465
BT_0625	5419	4401	5415	10404	11529.999	9455
BT_0626	20827.002	16239	21123	15871.891	16272.006	18728.257
BT_0627	2765	2700	2910	1827.371	2052.949	2518.001
BT_0628	11385	7694	13027	14384.274	17220.305	15135
BT_0629	16248.61	10637	18768	23368.073	25241.566	23903.141
BT_0630	1452.467	1222	1565.043	1364.964	1651.042	1593.152
BT_0631	988.644	800	1088.957	909.894	1183.567	990.703
BT_0631a	2471	1284	2076	814	641	698
BT_0632	8455	6779	8800	13074.564	12643.74	11589
BT_0633	4846.199	3958	5510	4675.021	4058.648	4402.82
BT_0634	1474.182	1313	1987	1341.346	1446.819	1368.21
BT_0635	291	149	151	250.709	225.799	177.767
BT_0636	451	329	425	557.291	385.201	345.233
BT_0637	604	463	437	592.2	608.083	734.397
BT_0638	2509	2377	2311	1423.919	1542.917	1549.441
BT_0639	23	27	4	10	18	7
BT_0640	1475	1131	1107	923	1010	1147
BT_0641	443	488	447	322	341	312
BT_0642	2114.708	1801	1574	1170.067	1134.175	1510.558
BT_0643	8650.292	7423	8040	4474.933	4969.066	6422.214
BT_0644	12250	8874	11887	17326.003	20573.607	20340.013
BT_0645	2787	2307	2893	2175	2212	2235
BT_0646	347	362	323	336	376	381
BT_0647	2948	2709	2448	1088	1254.987	1140.956
BT_0648	76	36	59	24	23.013	50
BT_0649	368	282	342	425	421	360
BT_0650	769	597	1004	799	817	839
BT_0651	236	274	217	357.313	317	348
BT_0652	259	272	246	757.687	684	617.369
BT_0653	22172	12743	16761	24561.332	21101.645	18397.631
BT_0654	4999	3849	4273	1851.144	1574.229	1822
BT_0655	87477	69566	83821.929	44919.307	42185	47326.784
BT_0656	14199	11435	15390	10017.221	7246	10450.926
BT_0657	19430	15790	18952	39189.539	44306.557	32635.157
BT_0658	12260	9131	13080	21107.083	26443	20096
BT_0659	930	629	715	1338	698	1032.006
BT_0660	774	640	508	172	95	175
BT_0661	243	306	120	314	419	256
BT_0662	55	27	26	54	39	61
BT_0663	0	0	2	0	1	0
BT_0664	17	11	0	6.283	15	6
BT_0665	2	8	8	5.717	5	6
BT_0666	3	0	3	6	1	2.001
BT_0667	8	7	1	7	2	11.999
BT_0668	9	25	13	37	39	33
BT_0669	132.696	100	148	205.723	239.811	222.248
BT_0670	239.304	209	340	364.277	360.189	336.752
BT_0671	16	30	24	19	36	22.948
BT_0672	88	73	57	167	145	120.052
BT_0673	913	676	815	780	764	842.002
BT_0674	4575	4654	4265	2725	3736	3163
BT_0675	1367	1060	1055	2205.987	2426.816	2099
BT_0676	600	478	609	1881	1943.262	1685.165
BT_0677	223	152	191	202	97	160
BT_0678	15068.047	15418.701	13203.33	8026.694	9295.158	9557.108
BT_0679	16738.243	14753.946	14883.752	14839.748	13952.053	13881.569
BT_0680	163081.71	127923.762	163913.44	244450.907	208004.196	170840.007
BT_0681	245.561	249	146	188.001	135	149.08
BT_0682	498.439	372	385	382.679	373	552.92
BT_0683	192	116	176	953	752	663
BT_0684	710	470	708	731	667	773
BT_0685	12729	10540	16309	12506	15342	15788.437
BT_0686	1392	1189	1721	2347	2729	2133
BT_0687	2595	2167	2659	2816	2983	3402
BT_0688	226	178	217	240.606	217	245
BT_0689	2287.36	1577.455	1969	2920.563	2873.142	2470.348
BT_0690	2822.64	2007.545	2673	3350.982	2437.025	2775.653
BT_0691	132	64.294	117	61	77	78
BT_0692	148	145.706	160	213	204	216
BT_0693	2498	2005	2377	1472	1466	1555
BT_0694	2595.116	1554	1844.581	2023	1483.646	1610
BT_0695	4626.465	4061	4889.419	6359	6270.371	5407.017
BT_0696	6509	4741	7276	7019	9246	6984
BT_0697	2242	2052	2290	1157.001	1044	1040
BT_0698	5007.786	4224.987	4996.573	5615.418	5908.134	5026.392
BT_0699	23149.881	18467.013	27470.244	49064.698	51442.635	45115.139
BT_0700	45762.029	34310	36858	38885.213	34030	33128.742
BT_0701	9241	7773	8226	7130	6964.393	7378
BT_0702	630	468.017	624	749.889	699.015	654.978
BT_0703	702	535.983	776	2568.089	2165.985	1906.022
BT_0704	2166	1822	2128	2153.023	1870	1796
BT_0705	978	651	862	1616	1280	1138.001
BT_0706	0	3	0	5	5	3
BT_0707	0	0	0	4	0	0
BT_0708	24	35	2	41	22	36
BT_0709	126	66	63	176	118	100
BT_0710	20	11	24	15	8	11
BT_0711	117120.938	86327.2	108047.542	154826.164	155056.116	143121.818
BT_0712	1419.062	1141.557	1766.458	569.798	672.322	592.228
BT_0713	36450.336	27197.485	36157.932	20490.427	15872.4	12375.252
BT_0714	41965.662	31725.473	45003.068	72347.185	74174.134	61480.679
BT_0715	6200.975	5198.173	9047.94	6599.966	9107.453	6969.511
BT_0716	16705.497	12408.298	19619.601	12952.759	15000.083	12290.025
BT_0717	26125.252	19182.47	24527.106	42872.924	40571.029	30681.933
BT_0718	55508.687	41324.253	55772.353	78105.02	71613.992	66541.457
BT_0719	11097	7822.806	13877	7190.969	7530.738	6993.387
BT_0720	819	539	631	749.017	604.749	663
BT_0721	9152	6049	8107	11757.185	9345.412	9466
BT_0722	313	232	280	201	189	188
BT_0723	38	23	25	12	10	10
BT_0724	229	120	108	63	9	37
BT_0725	173	144	221	137	116	140
BT_0726	0	4	2	3	7	19
BT_0727	840	650	804	918	555	1008
BT_0728	4563	3272	4175	236.111	167	242.349
BT_0729	19266	15334.993	14678	508.889	555	790.651
BT_0730	2360	2276	2131	3254	3393	3060
BT_0731	2540	1854	2148	1645	1429.004	1577
BT_0732	965.402	843.994	1110	1018.843	1018.979	866
BT_0733	2779.598	2005.006	2203	1361.157	1185.93	1361
BT_0734	1780	1465	1901	2848	2549	1975
BT_0735	14539	12332	14588	15153.05	15496	15014.072
BT_0736	41374	31179	43599	38375.784	42866.625	35698.842
BT_0737	8043	6073	8148	5409	4711	5063
BT_0738	23412	19108	27971	29548.751	32263.092	33471.026
BT_0739	1290.379	933.001	1109	852.628	531.676	639.245
BT_0740	2704.342	2035.999	2838	2252.27	2037.153	2123.552
BT_0741	735.562	771.813	616	230.426	228.926	243.741
BT_0742	4497.716	3750.187	3240	1976.675	1601.245	2743.462
BT_0743	20727.478	17688.342	19022.807	18710.216	20431.728	20346.069
BT_0744	5333.921	3841.153	5569.95	25260.185	24186.935	20752.301
BT_0745	2257.449	2230.942	2209.243	3418.53	3676.639	3352.897
BT_0746	3791.427	3229.563	3651	4077.427	4326.783	4900.067
BT_0747	2056	1555	1137	3199	3450.402	3385.301
BT_0748	1103	1036	937	672	622	761
BT_0749	20659	16778	20586	24787.1	26225	23986.341
BT_0750	1550.097	1239.183	1550	3183.195	3258.564	2747.656
BT_0751	4307.903	3808.817	5164	7681.911	8145.557	7204.145
BT_0752	157	77	115	95	72.001	72
BT_0753	675	608	1078	562	442.999	461
BT_0754	445	383	443	642	574	596
BT_0755	160	137	209	194	219	146
BT_0756	673.995	444	501	814	791.02	717.422
BT_0757	899.005	625	975	1523	1484.98	1295.578
BT_0758	192	147	137	267	314	194
BT_0759	0	0	0	1	5	0
BT_0760	9	23	8	8	7	16
BT_0761	1688	1271	1968	961	927	936
BT_0762	100	63	30	56	19	17
BT_0763	175	130	169	168	158	165
BT_0764	41	51	43	69	62	97
BT_0765	297	302	409	519	575	445
BT_0766	669	524	567	549	415	585.022
BT_0767	1574	1195	1198	1102.316	1289.805	1220.63
BT_0768	361	196	268	320.684	306.195	299.37
BT_0769	5119.791	4264.905	3912.301	1690.319	1532.179	1833.543
BT_0770	2572.42	1780.698	2036.699	1617.979	1349.979	1639.244
BT_0771	10560.789	10213.396	10144	7043.702	7362.841	7829.213
BT_0772	972	767	824	931	936	1110.996
BT_0773	2584.005	2085.165	2192	2632.03	2177.196	2516.105
BT_0774	3607.995	2850.835	3527	2445	2817.804	2534.904
BT_0775	1918.001	1618	2003	577.34	530.861	598.329
BT_0776	3726.999	3112	3212	2298.088	2393.069	2140.743
BT_0777	1142	762	955	525.572	541.071	520.928
BT_0778	4806	4536	4563	4313	4638	5908
BT_0779	483	278	150	828	431	394
BT_0780	236	198	160	111.233	105.523	161.321
BT_0781	1131	956.59	1143	1137.767	1269.477	1098.679
BT_0782	0	0	0	2	0	0
BT_0783	0	0	0	2	0	1
BT_0784	305144.489	240553.998	156740	117514.276	100774.907	96267.573
BT_0785	4021.043	3838.002	3808	2483	2766	3066.382
BT_0785a	734	496	502	606	263	358
BT_0786	2356	1794	1892	1734	1617	1618
BT_0787	2436.435	1998	2434	2746.019	2667.186	2616.981
BT_0788	6805.565	5217	5842	10518.005	9611.64	10001.019
BT_0789	8647.19	8200	10249	6507.93	8491	8437.203
BT_0790	175	152	165	315.07	445	341.797
BT_0791	143	183	122	67.002	94	83
BT_0792	632	534	589	433.998	456	494
BT_0793	453	494	501	342.119	345	372
BT_0794	287	313	462	431.881	572	483
BT_0795	1040	841	685	905	740	770
BT_0796	10	1	2	9	8	8
BT_0797	197	129	124	106	85.989	81
BT_0798	0	0	0	3	5	8.827
BT_0799	5	4	0	4	5.011	3.173
BT_0800	2	14	7	6	9	4
BT_0801	5	6	6	5	0	4
BT_0802	59	93	33	37.238	56	29
BT_0803	63	50	61	101.762	49	50
BT_0804	1277	1334	1335	573	694	671
BT_0805	36244	28738	34890	31234.509	28793.976	29948.601
BT_0806	25967.052	20250	25726	18458.999	19623.172	22688.053
BT_0807	977	879.782	791	1072.703	936.972	1026.79
BT_0808	2015.322	2054.721	2144.037	819.735	849.48	1100.96
BT_0809	5574.678	4821.845	5818.963	5957.05	6508.592	6350.428
BT_0810	417	264.652	338	376.512	355.955	392.488
BT_0811	939	758	773	433.004	326	436.006
BT_0812	244.391	213.013	169	67.591	87.573	107.728
BT_0813	513.609	356.987	510	263.841	275.427	273.272
BT_0814	3665	3198	3437	3609.6	4520.045	4166.117
BT_0815	3263.227	2539	4005	1888.891	1561.641	1942.307
BT_0816	1602.773	1647	2545	935.109	1423.358	1717.693
BT_0817	1362	1002	979	1963	1314	1540
BT_0818	394	315	341	374	328	566
BT_0819	893	577	603	883	891	668
BT_0820	366	281	254	785	1005	882
BT_0821	556	437	555	529.208	671	707
BT_0822	486	396	263	870.792	799	690
BT_0823	843	655	855.108	338	355	322
BT_0824	255	168	164	385.602	331	367.061
BT_0825	741	556	752	622.398	674	585.939
BT_0826	4440.307	2151.85	4362	7468.72	7118.396	8486.335
BT_0827	7852.693	6222.15	8221	5005.425	4441.699	5390.664
BT_0828	666.268	790.464	562.637	816.836	914.787	1121.061
BT_0829	2434.582	2023.536	2302.363	1618.669	2009.096	1928.939
BT_0830	1233.149	860	816	1447.496	1075	1121
BT_0831	2086	1779	1830	1124.429	934.255	1219.506
BT_0832	4837	3337	4856	2745.572	2868.745	3219.494
BT_0833	5381	5734	6350	2359.001	2962	2924
BT_0834	1358.367	1204	1466	990.928	902.182	1033.922
BT_0835	3614.964	3048.235	3262.601	2388.573	2411.08	2756.695
BT_0836	3362.357	2356.765	3830.399	1811.988	1551.926	2236.429
BT_0837	19668.313	16069	18985	11942.524	11032.817	12591.955
BT_0838	559	504	525	1328.684	1737	1243
BT_0839	5	6	0	0	0	0
BT_0840	32	47	32	77	102	61
BT_0841	34	58	17	35	21	21
BT_0842	3	4	10	8	0	2.109
BT_0843	15.999	24	26	47.897	19	60.439
BT_0844	76.001	45	43	76.103	62	75.452
BT_0845	115	100	89	40	22.135	28.527
BT_0846	127	116	54	43	29.865	48.473
BT_0847	1	4	0	7	5	0
BT_0848	407	358	267	170	132	145.233
BT_0849	0	1	3	0	0	0
BT_0850	0	0	0	0	0	1
BT_0851	2	0	0	1	7	11
BT_0852	0	0	1	4	6	0
BT_0853	827	672	511	611	757	765
BT_0854	7996	4567	4388	15582	10170	10377.996
BT_0855	88.351	90	54	70.356	43	64
BT_0856	221.649	161	135	104.644	123	105
BT_0857	17	20	21	30	11	28
BT_0858	7	2	6	16	11	7
BT_0859	169	144	129	171	138	133
BT_0860	47	38	49	36	22	48
BT_0861	72	43	45	41	59	58
BT_0862	45	48	43	38	20	30
BT_0863	127	55	94	309	313	227
BT_0864	57	51	37	174	131	89
BT_0865	247	155	197	271	222	251
BT_0866	38	8	17	38	25	27
BT_0867	260	121	292	393	307	391
BT_0868	340	175	230	385	438	230
BT_0869	263	184	194	402	506	401
BT_0870	42805	28823	45514	79522.543	94801.058	91052.098
BT_0871	3421	3076	3370	2929.664	2788.317	2777.352
BT_0872	41441.111	30848.812	41759.049	61140.267	55602.275	52947.633
BT_0873	2347	2316.188	2192.951	2432.234	2815.148	3096.057
BT_0874	2153	1304	2318	3757.969	3711.674	3890.944
BT_0875	3487.903	2693.203	3005	13282.175	9366.869	9497.589
BT_0876	1990.316	1970.797	1889	1400.566	1546.794	1858.318
BT_0877	2503	1894	2073	2106.349	2634.337	2496.091
BT_0878	130	125	146	288	335	291
BT_0879	161	157	115.819	133.883	150.13	148.141
BT_0880	108	122	100.181	121.117	79.87	119.859
BT_0881	1195	879	1160	377	227	305
BT_0882	2424.29	1942.015	1952	2652.535	2453.747	2569.805
BT_0883	1569.71	1015.985	835	1093.956	797.253	1007.195
BT_0884	6561	6063	6096	8457.548	9347	9403
BT_0885	3850.334	3361.407	4646.525	4600.618	5071.584	5703.945
BT_0886	29934.009	20826.308	33654.475	50715.467	53346.514	51949.103
BT_0887	140	181	123	166	151	128
BT_0888	4560.032	3643.778	4445	2389.094	2186.508	2015.566
BT_0889	956.968	841.222	623	884.906	749.492	880.434
BT_0890	604.613	390	540	238.508	217	197.606
BT_0891	302.387	324	267	209.558	257	289.394
BT_0892	392	343	455	211.933	254	308
BT_0893	223	266	232	92	59	101
BT_0894	3539	3298	3369	2045.216	2628.753	3017
BT_0895	1539	1594	1335	1035.784	1291.247	1210
BT_0896	1649	1554	1283	1060	830	976
BT_0897	8284	8332.973	7709	5094.04	4763	6438.068
BT_0898	35732	23297	50050.957	37884.588	31094	36505.537
BT_0899	18636	18907	17693	10437.355	14267.76	13303.665
BT_0900	14471	15713	14481	7082.937	6691	6693.636
BT_0901	2427	2072	1867	2008.287	1511.935	1835
BT_0902	4778	2835	2567	8798	5279.065	7194.982
BT_0903	8297.955	6169.552	6032.135	5213.969	4309.718	4001.942
BT_0904	14418.045	11650.448	12393.865	7969.281	6723.853	8334.59
BT_0905	4537.656	4190.581	3153.685	1915.535	1530.392	2283.193
BT_0906	19205.436	16387.089	20700.698	12234.571	16127.379	15311.038
BT_0907	11326.556	12318.657	13329.951	4344.284	5697.662	6313.026
BT_0908	27004.8	20650.222	35529.453	16734.286	19615.196	21226.502
BT_0909	27815.423	23618.624	30193.715	11248.147	11076.491	11655.301
BT_0910	22449.746	21204.25	20733.988	7206.518	7464.233	9209.537
BT_0911	1723	1414	1631	878.823	1047.007	1281
BT_0912	860	505	672	1551.087	1372.903	1491.765
BT_0913	5121	4367	5366	2655.09	3141.12	4005.706
BT_0914	4411	3944	3911	3378	3844.973	5203.137
BT_0914a	18995	13365	10426	25511.988	12266.998	18011
BT_0915	22	18	0	9	0	3
BT_0916	792	416	368	2024.941	1188.834	1405
BT_0917	1205	999	913	1014.059	1265	1272
BT_0920	5614	4061	4339	6342.001	4830.785	5657.023
BT_0921	21521.231	16363	18922	18205.158	19116.35	19122.056
BT_0922	376	248	292	483	396	346
BT_0923	121	174	81	23	33	45
BT_0924	1425.085	1319	1259	1346.716	1087.661	997.745
BT_0925	512.069	470	625	945.35	972.464	798.456
BT_0926	8784.846	6752	13731	8884.926	9204.875	9380.8
BT_0927	507	560.154	314	289.907	246.01	289.762
BT_0928	258	179.846	126	157.093	94.99	157.238
BT_0929	8749	7124	7505	8158.013	7699	8284
BT_0930	0	0	0	0	0	0
BT_0931	36	32	33	30	19	23
BT_0932	136	110	156	143	144	175
BT_0933	14	17	5	20	17	8
BT_0934	1	0	1	7	6	4
BT_0935	0	0	0	3	2	3
BT_0936	0	0	0	0	0	0
BT_0937	6	0	0	0	0	0
BT_0938	6171	4628	5068	2087	1242	1692
BT_0939	0	0	0	0	2	2
BT_0940	54	47	29	68	122	95
BT_0941	24	7	22	17	6	14
BT_0942	286	213	193	192	137	142
BT_0943	366	372	322	330	310	305.006
BT_0944	26	18	26	8	3.12	35.208
BT_0945	69	61	25	48	36.88	49.792
BT_0946	625	485	345	296	343	260
BT_0947	1025	770	583	1279	852	830
BT_0948	18	15	29	33	32	45
BT_0949	0	0	0	0	0	0
BT_0950	95	90	74	35.109	31	38
BT_0951	64	53	83	36.891	23	35
BT_0952	441	338	247	172	90	165
BT_0953	717	655	266	603.025	434	552
BT_0954	12505.33	10752.987	11051	12253.429	12473.403	12993.748
BT_0955	7511.743	6050.729	7502.025	5797.834	5778.579	5973.398
BT_0956	16168.071	12633.998	16979.062	30076.362	27292.859	26577.461
BT_0957	1777.856	1535.286	1947.914	1288.716	1395.246	1731.57
BT_0958	3855	3234	3084	5034	5236.245	4990.471
BT_0959	1479	1322.306	1777	137	113.903	149.508
BT_0960	4196	3995.688	3911	576.368	795.097	827.194
BT_0961	1288.043	1102.006	1286	220.632	221	254.372
BT_0962	19540.835	14948.004	19463.532	2578	3297.801	2789
BT_0963	48848.122	36239.996	58900.539	10186.314	11959.202	10298.001
BT_0964	451	296	322	663	476	490
BT_0965	474	500	375	280	366.126	470.591
BT_0966	2336	1717	1124	728.185	449.874	509.409
BT_0967	0	0	0	0	1	1
BT_0968	436.895	413	445	351.215	320	266.102
BT_0969	2025.105	1899	1627	1175.785	1218	1233.898
BT_0970	4989.078	3805	4391	2647.589	2655	2589.038
BT_0971	1434	1479	806	1335	1349	1242
BT_0972	785	578	558	1232	1004	1041
BT_0973	429	343	465	353.488	313	410
BT_0974	225.002	338	210	227.731	345.936	334.006
BT_0975	691.998	557	547	1013.782	813.138	994.995
BT_0976	1497	1380	1500	1183	1286.138	1245
BT_0977	15	8	0	20	16	9
BT_0978	10	0	25	3	4	1
BT_0979	2267	1729	2302	3349	3588.092	3212
BT_0980	1098	849	964	2305.772	2540	2022.589
BT_0981	6259	5582	5275	4608.726	4430	4528.718
BT_0982	9	9	3	34	13	18
BT_0983	215	110	154	344	295	283.767
BT_0984	30	83	19	66	81	78.233
BT_0985	30	15	39	31	25	38
BT_0986	780	602	695	730	733.577	749.793
BT_0987	2928.055	2408	2236	966.142	880	1306.18
BT_0988	115551.945	89629	111883	130715.686	129859.756	103543.005
BT_0989	4040.37	2617.515	2566.43	4681.467	3375.442	2603.157
BT_0990	1082.63	1275.485	1022.57	1487.516	1866.535	1696.843
BT_0991	213	149	178	201	223	197
BT_0992	74	57	43	93	101	85
BT_0993	85	57	64	122	123	123
BT_0994	130	115	156	183	198.936	203
BT_0995	307	283	247	169	162	229
BT_0996	207	134	178	243	241	213
BT_0997	108	51	67	127	116	147
BT_0998	7514.999	6870.791	6022	4521.506	5564.35	5258.808
BT_0999	351.001	299.209	298	241.956	290	301.192
BT_1000	186	174	146	299	293	267
BT_1001	61	39	52	85	104	114
BT_1002	162	147	129	353	350	327
BT_1003	1384	1212.909	1455	2388.343	2270.294	2005.952
BT_1004	529	408.091	392	780.657	745.706	612.048
BT_1005	5	1	2	10	17	5
BT_1006	13223	10368	13989	5551.003	4064	5560
BT_1007	5949.031	5463.841	4864	8353.819	9497.183	9031.034
BT_1008	7903.21	8020.817	8812.736	50589.497	51054.527	55450.092
BT_1009	6506	5635.342	4787	22879.136	16461.849	19173.422
BT_1010	20	9	14	67	42	34
BT_1011	9	28	6	27	12	20
BT_1012	21	12	16	83	43	66
BT_1013	394	208	357	752	645	575
BT_1014	13	29	41	76	79	67
BT_1015	1589	1239	1187.03	1234	928	1120.703
BT_1016	2745	2222	2935	5979	7719.05	7070.231
BT_1017	450	292	448	378.239	451.161	424.393
BT_1018	591	521	466	628.781	646.171	531.607
BT_1019	783	583	639	898	938.668	983
BT_1020	147	160	136	208	188	211
BT_1021	48	25	27	54	64	49
BT_1022	105	101	132	121.814	116.241	162
BT_1023	376	389	355	327.186	298.759	369
BT_1024	100	108	89	126	101	122
BT_1025	167	134	186	196	192	233
BT_1026	15	21	16	14	14	18
BT_1027	0	0	0	0	0	0
BT_1028	164	94	190	205	197	207
BT_1029	75	98	86	73	76	91.836
BT_1030	20	9	8	23	39	27.164
BT_1031	7	14	8	22	25	14
BT_1032	3783	3091	3573	3127.701	2575.467	2904.883
BT_1033	4731	3895	5280	4797.292	4034.533	4295.117
BT_1034	85	99	87	160.007	205	230
BT_1035	542	521	530	2449	2335	2097
BT_1036	89	96	73	267.1	244	330
BT_1037	81	61	64	354.857	306	371
BT_1038	57	56	72	370.419	358	497
BT_1039	258	192	304	1080.448	999.806	1124.452
BT_1040	265.379	235.293	238.977	1317.496	1308.998	1349.437
BT_1041	99	126	57	59	62	56
BT_1042	662.775	585.879	479.879	1523.299	1154.901	1445.73
BT_1043	208	159	156	436	410.488	434.156
BT_1044	118.003	108	171	340.981	320.123	422.888
BT_1045	104.997	79	151	290.019	409.877	396.112
BT_1046	125.846	132.829	98.144	108.389	108.808	140.225
BT_1047	31	31	46	20	35	26.119
BT_1048	38	22	70	83	93	105.881
BT_1049	29	29	39	50.643	35	30
BT_1050	12	15	9	13.357	6	1
BT_1051	479	415	389	693	564	642
BT_1052	3472	2994	2782	9284	8862.012	7983
BT_1053	2819.067	2103.003	1947	2401.478	1817.143	1900.875
BT_1054	9141.629	7634.997	8153	13672.996	11181.478	10369.947
BT_1055	427.304	324	294	367.548	370.379	493.178
BT_1056	389	364	325	316.447	250.766	340.554
BT_1057	3484	2731	3901	5142.546	4460.234	4859.312
BT_1058	2186.001	2075.7	2010	1770.149	2338.218	2275.048
BT_1059	4212.903	3688.3	3792	3785.852	4940.782	4970.952
BT_1060	9101	7604.393	7868	4881.012	4043	5336
BT_1061	651	428	601	897.988	713	809
BT_1062	22	27	36	28	31	23
BT_1063	89	72	77	71	103	85
BT_1064	25	41	17	20	13	14
BT_1065	3	0	0	5	8	5.961
BT_1066	13	26	17	27	29	32.039
BT_1067	66	61	55	140	146	139
BT_1068	1	4	0	2	4	7
BT_1069	1522	1150	1979	1763	1643	1568.019
BT_1070	4269.19	4280	3298	4219.308	5031.781	4912.436
BT_1071	2946.81	2187	2333	1531.694	1602.219	1766.545
BT_1072	16190.837	13869.585	11683.678	4923.286	3129.321	3610.345
BT_1073	103680.845	72966.865	72941.858	63294.502	65604.164	39716.043
BT_1074	19626.87	15599.365	18796.465	6412.686	4811.606	5105.346
BT_1075	1263.234	1186.024	1447	252.071	231.937	324.396
BT_1076	8495.907	4683.001	5123	3463.864	2420	2244.63
BT_1077	4088	3282	3372	4524	4393	4511.318
BT_1078	3093	1966	1923	4189	2836	3879.38
BT_1079	236	173.24	196	268.527	281.697	208.38
BT_1080	124	139.76	98	130.473	189.303	185.62
BT_1081	3947	2805	3270	7465.361	5923	5745.384
BT_1082	1884	1366	1905	1026	902	1022
BT_1083	626	638	495	499.74	526	639
BT_1084	225	279	200	145.26	191	205
BT_1085	14401.05	12697	13010	5064.84	4686	5593.719
BT_1086	41381.997	34529.946	41021.068	65732.289	65049.075	52886.108
BT_1087	12980.594	10548.997	14005.932	10938.012	13019.654	11806.629
