geneID	bt_t12_A	bt_t12_B	bt_t12_C	btri_t12_btA	btri_t12_btB	btri_t12_btC
BT_3585	105	113	70	229.122	162	235
BT_3586	280	195.28	214	237.878	174	213
BT_3587	115	64.72	108	46.303	32.815	68
BT_3588	103	64	60	230.938	115.185	119.68
BT_3589	95	51	44	57.759	38	86.32
BT_3590	352	269	313	454	351	486
BT_3591	28	71	35	24	28	43
BT_3592	347	240	278	647	578	522
BT_3593	30	45	33	84	54	100
BT_3594	42	72	50	45	54	65
BT_3595	131	106	103	181	148	175.489
BT_3596	93	127	66	123	84	158.511
BT_3597	295	245	203	930	702	729
BT_3598	84	59	50	82	93	123
BT_3599	215	149	119	122	130.781	147
BT_3600	49	46	50	47	24.219	78
BT_3601	126	86	137	200	130	125
BT_3602	199	177	183	255	237	232.734
BT_3603	126	101	149	108	74	117.272
BT_3604	211	163	168	142	128	172.999
BT_3605	41	33	44	45.278	29	39.228
BT_3606	207.29	152	171.795	192.722	197.801	177.082
BT_3607	45.71	36	45.205	85	97.199	142.686
BT_3608	34	23	30	61	93	70
BT_3609	649	588	548	559	482	639
BT_3610	479	344	297	638.848	861.293	947.474
BT_3611	28397.967	25033.028	26227.331	14888.881	15638.692	16105.704
BT_3612	4219.033	2744.972	4531.669	3634.232	3653.879	3517.035
BT_3613	937	795	814	1227	1188	1197
BT_3614	6	3	11	25	31	26
BT_3615	19	32	27	65	34	48
BT_3616	19	36	13	74	79.999	86
BT_3617	19	30	25	29	38.001	25
BT_3618	182	231.579	245	312	292	221
BT_3619	86	84.421	78	44	34	31
BT_3620	250	233.305	451	235	194	297
BT_3621	659	533.695	658	591	504	568.898
BT_3622	2278.159	1932.902	1966	4589.563	4285.943	4650.736
BT_3623	957.841	738.098	826	567.61	448.057	708.108
BT_3624	1279	1073	891	1526	1395	2050.275
BT_3625	1104	888.499	1193	772.306	926	778
BT_3626	599	582.501	766	285.694	318.77	341.571
BT_3627	402.02	384.956	568	165.008	187.003	226.746
BT_3628	8475.522	5859.735	8024.876	11751.372	13027.201	10764.852
BT_3629	1747.654	1495.309	1577.124	2133.62	1934.402	1701.764
BT_3630	13371.805	10143	12173	15380	15571.561	14308.403
BT_3631	7101.001	5255	6336	4971.225	4059.759	4624.503
BT_3632	6340	4385	5668	4645.897	3341.957	4938.912
BT_3633	15189	11503	13501	23312.56	18693.734	18256.352
BT_3636	8604	6428	9598	6963	7187.677	7299.594
BT_3637	12834	9823	11290.29	19172.878	15689.264	17044.726
BT_3638	12224.623	10176	14399	13963.319	15374.588	14408.998
BT_3639	1807.377	1310	1689	3507.174	2929.869	3149.002
BT_3640	492	374	515	1211	1241	1150.001
BT_3641	508	448	324	805.184	850	847
BT_3642	8135	7400	8271	7320.998	7245	6166
BT_3643	1100	914	1094	834	745	788
BT_3644	2474	2215	1876	1924.11	2065.007	2275.818
BT_3645	3992	3019	3133	3756.891	3118.993	3582.182
BT_3646	10379	8481	8328	15342.481	16480.608	13453.611
BT_3647	5115.149	4555	4671.967	4588.109	4470.358	4479.751
BT_3648	13651.851	11358.487	11923.58	23747.131	22944.605	22045.28
BT_3649	8467	6381.513	8601.453	11287.286	11357.095	10261.748
BT_3650	201	174	123	70	86	99
BT_3651	39	14	47	17	37	34
BT_3652	29	21	22	25	19	37
BT_3653	3	0	14	16	16	12
BT_3654	985	788	971	1755	1803	1503.848
BT_3655	38	61	22	46.998	65.104	47.152
BT_3656	72	69	73	103.002	105.896	168
BT_3657	121.889	49	80	262	271	161
BT_3658	0	0	0	3	0	0
BT_3659	64	30	23	42	33	40
BT_3660	616	479	451	340	273	447
BT_3661	526	545	650	746	1042	856
BT_3662	606	480	548	1041	982	739.005
BT_3663	70	51	83	319	265	265
BT_3664	116	82	108	97	134	134
BT_3665	109	137	107	122	139	177
BT_3666	92	63	73	64	74	35
BT_3667	101	97	66	31	23	31
BT_3668	10	14	0	7	8	12
BT_3669	1	3	1	1.077	3	1
BT_3670	39	53	18	72.923	54	83
BT_3671	85	69	64	64	77	69
BT_3672	10	24	19	6	4	19
BT_3673	2575	2017	2313	5608	5128.015	4528
BT_3674	54	31	35	59.999	57	86.996
BT_3675	75	62	32	42.001	37	51.004
BT_3676	373	285	351	454	399	421
BT_3677	226	243	227	334	407	403
BT_3678	103	126	97	212	189	177
BT_3679	29	29	44	94	69	61
BT_3680	70	43	75	107	72	62
BT_3681	35	41	65	78	65	61
BT_3682	11	4	21	12	14	16
BT_3683	889	602	1019	1814.199	1868	1515.098
BT_3684	0	0	0	0	0	3
BT_3685	462	520	404.341	613.397	704.875	646.475
BT_3686	662	522	577.659	912.977	672.901	704.926
BT_3687	1444	992	1298	1605.627	1360.224	1384.6
BT_3688	4136.373	3744.773	4154.002	3309.618	2635.284	3302.695
BT_3689	8776.103	7742.605	8899.998	7116.979	7841.716	8398.257
BT_3690	8276.978	7294.475	7984.322	49282.314	44730.991	38093.485
BT_3691	1846.547	1784.146	1740.678	2391.913	2968.257	3139.209
BT_3692	31998.346	28970.146	27913.779	23632.746	29733.357	25653.782
BT_3693	31949.689	26719.854	29603.221	31089.219	28940.353	31062.35
BT_3694	5350.506	3912	4802	8591.576	7264.851	6594.627
BT_3695	2501	1594	1770	4421.998	3808	3026
BT_3696	2405.247	1894.48	2493.06	1733.646	1455.154	1377.206
BT_3697	4854.322	4569.52	5761.94	4604.354	5072.287	4527.076
BT_3698	60	18	43	40	26	41
BT_3699	70	52	75	113	128	180.013
BT_3700	27	13	27	43	42	58.987
BT_3701	126	57	135	120	204	134
BT_3702	290	225	350	585.516	443	619
BT_3703	700	645	745	421	390	571
BT_3704	187	176	276	137	212	285
BT_3705	1334	1291	1336	1428.135	1357	1273
BT_3708	1745	1613	1557	1788	1732	1905.285
BT_3709	1072	938	884	1252	987	1182.715
BT_3710	100	18	39	88	55	40
BT_3711	4158.641	3533	3812	6956.802	9918.85	9287.055
BT_3712	6305.45	5054	4853	8885.881	9066.289	9019.922
BT_3713	4045.307	2909	3330	5543.521	3854.732	4508.509
BT_3714	5386.931	4948.41	5076.567	7295.79	8890.767	7899.378
BT_3715	20402.67	15406.59	22580.433	52647.084	59719.589	47111.301
BT_3716	658	496	623	836.619	730.584	795.476
BT_3717	4806.004	3604	6440	6854.711	7408.057	7382.701
BT_3718	9102.998	6443	7062	9357.193	7887.744	7670.195
BT_3719	4291.998	3810	4204	3148.369	3001.716	3408.104
BT_3720	2980.425	2177	2459	4848	4773	4116
BT_3721	3644	2468	4167	4726	4610.432	5275.987
BT_3722	2648	1933	2006	2698.366	2055.901	2907.441
BT_3723	5101.004	4879.437	4469	3798.008	2659.385	4386.578
BT_3724	4566.11	3704.216	4819	3396.559	2550.544	3549.827
BT_3725	41682.695	36252.479	43628.499	24502.557	26707.46	31958.197
BT_3726	9726.94	9334.775	7769.501	9039.236	8861.6	10393.549
BT_3727	26299.471	25699.268	19289	14765.824	13826.102	19857.649
BT_3728	3689.646	3056.824	3291	4530.377	4548	3974.029
BT_3729	5872	4612	5098	15193.583	17947.219	15098.408
BT_3730	5213	3241	4756	8712.176	7791.215	8684.849
BT_3731	57710	44299.812	84963	85720.243	90608.798	78012.864
BT_3732	920	957.188	899	555.985	633.21	695.788
BT_3733	5047	4345	5799	7125.079	8387.614	7856.47
BT_3734	2390	2316	2497	2237	2731	2647.825
BT_3735	14585.036	11426.219	10370.766	21123.765	16545.515	15796.406
BT_3736	1661.964	1626.781	1331.234	1627.305	1291.159	1577.594
BT_3737	3238	2695	3131	1073	903	686
BT_3738	522	522	639	395	420	442
BT_3739	104	80	114	105	145	155
BT_3740	1238	835	1142	3637.137	2723.034	2945
BT_3741	269	151	354	761	909	758
BT_3742	8962	11847	8843	8860.039	12217.012	12443
BT_3743	2870	3858	3048	4513	6042.046	6022
BT_3744	1818.333	2417	1405	1480	1804	2040
BT_3745	5017.667	4700	4077	2810	2730	2833
BT_3746	998	695	786	1310	1105	1137
BT_3747	41	23	6	53	29	30
BT_3748	131	131	125	78	71	88
BT_3749	252	200	189	346	292	324
BT_3750	321	233	279	255	253	230
BT_3751	38	37	27	27	29	25
BT_3752	81	101	59	97	106	115
BT_3753	30	13	26	36	57	36
BT_3754	97	60	67	130	159	193
BT_3755	3409.524	2993.853	3211.597	3791.919	3587.918	3519.04
BT_3756	1149.304	977.147	904.403	648.081	580.998	818.027
BT_3757	4381.171	3870.082	3993	4315.348	5254.83	5127.729
BT_3758	8182.901	6578.616	7658.083	14196.398	11800.533	10877.161
BT_3759	3370.379	2790.361	3053.393	3160.807	2713.251	3802.326
BT_3760	11179.686	9368.023	10126.772	16178.319	14614.396	14765.391
BT_3761	2699.006	2551	1967	2365.682	1683.073	2399.614
BT_3762	6141.243	5218	4477	3307.553	2817	3718.006
BT_3763	16	14	27	30	36	25
BT_3764	27	12	28	59	79	65
BT_3765	25	24	46	100	107	65
BT_3766	11	31	18	31	16	23
BT_3767	578	379	465	957	994	971
BT_3768	4100	3321	3705	8987.999	10073.377	8393.242
BT_3769	407	223	187	580.001	439.002	445
BT_3770	2944	2588	2941	2485.996	3740.336	2911.98
BT_3771	29328.906	22039.576	34041.513	32281.869	41133.874	36434.552
BT_3772	6013.851	4766.616	7719.275	4053.593	4305.59	3852.522
BT_3773	906	786	880	1302	1497	1377.085
BT_3774	579	618	484	887	782	878.006
BT_3775	18	33	15	26	11	19
BT_3776	16	8	5	22	13	11
BT_3777	3	4	7	4	6	7
BT_3778	66	44	13	141	104	51
BT_3779	58	24	24	51	16	39
BT_3780	48.111	23	52	99	113	95
BT_3781	113	137	149	225	235	251
BT_3782	917.385	739	828	2819.922	2187.538	2125.27
BT_3783	1388.615	1208	1526	713.078	946.462	953.73
BT_3784	889	860	930	2337	2418	2262.036
BT_3785	0	0	1	0	0	0
BT_3786	342	212	323	462	401	411
BT_3787	24	17	20	69	50	69.995
BT_3788	124	147	108	216.052	210	215.005
BT_3789	75.735	60	42	140.457	119	116.096
BT_3790	4.816	18	7	50.491	31	45.904
BT_3791	45.449	2	21	52	101.124	107
BT_3792	66	49	84	164	187.876	155
BT_3793	190	159	63	419	297	457
BT_3794	447.042	900	548.493	1894.246	2384.541	1045
BT_3796	1	1	1	4	1	4
BT_3797	206	137	176	404	323	281
BT_3798	13	13	8	34	32.064	36
BT_3799	1	11	7	7	3	5
BT_3800	1081	666	810	1641	1622	1528
BT_3801	54418.577	37735	48472	51269.968	47697.713	38598.988
BT_3802	6513.999	5975.647	6418.384	8595.132	10012.034	9240.071
BT_3803	6823.001	6019.353	7382	9182.927	8673.371	8922.448
BT_3804	3948.499	3332.399	5504.073	6430.224	7419.317	6521.023
BT_3805	7323.503	6556.601	8696.927	15300.838	16275.684	12058.063
BT_3806	73915.785	59214.555	82627	104610.582	108935.85	96533.759
BT_3807	33087.592	27848.775	41335.463	44143.354	49303.972	44845.209
BT_3808	5212	4582	5945.521	3802.15	4198.856	4172.598
BT_3809	9853.375	7961	10168.651	13823.416	14611.111	14282.411
BT_3810	3208.261	3385.903	3429.613	3372.434	4904.804	5291.007
BT_3811	8836.363	9191.097	9866	14560.977	17700.135	17558.366
BT_3812	9934.479	9585.292	10237	6332.35	6306.9	6234.979
BT_3813	16580.719	13118.035	20096.881	21457.017	25561.617	20883.016
BT_3814	1123.803	1164.413	1182.119	1085.906	1100.436	1381.084
BT_3815	607	575.144	716	352.507	341.64	383.608
BT_3816	6146.426	4940	6049.626	8065.582	8334.718	7744.326
BT_3817	2302.574	2164	2756.374	3845.056	4068.662	3586.163
BT_3818	930.926	692.51	703.362	439.368	360.547	506.857
BT_3819	35739.342	23563.742	37926.638	47041.275	49737.547	55263.843
BT_3820	10087.721	8703.921	11111	9927.922	9606.481	8324.236
BT_3821	8274.01	7328.828	6132	4564.854	4047.755	5238.7
BT_3822	155	98	129	177.001	131.035	133.389
BT_3823	32802	31534	30536	65248.321	60738.392	61692.771
BT_3824	6	8	0	4	1	2
BT_3827	0	0	0	0	0	0
BT_3828	0	0	0	0	0	0
BT_3829	0	0	0	0	0	0
BT_3832	7743	6948	8025	4253.16	4093.892	4312
BT_3833	539	383	378	206.068	175	158
BT_3834	10452.663	10878	12840	7386.157	9456	10501.82
BT_3835	17406.189	12610	15570.267	17220.277	12944.1	13361.127
BT_3836	5725.157	5361	6223.733	7271.557	7485.703	7525.285
BT_3837	1668	1351	1294	1367	1224	1147
BT_3838	2147.115	1961.394	2221.932	1279.453	1470.522	1376.855
BT_3839	1945.885	1570.606	1808.068	2185.547	2793.478	2110.145
BT_3840	3922	3018	2017	4737	4026	4493
BT_3841	7577.001	6966	6479	9971.872	11040.201	11233.86
BT_3842	10953.417	8964.987	14979.043	6487.202	7466.89	7874.044
BT_3843	13960.583	13780.013	19323.957	10339.888	14282.763	14412.338
BT_3844	40208.441	30452.62	43955.487	37196.158	35524.431	34240.527
BT_3845	11785.943	10207.38	13470.438	12839.765	15164.685	14962.384
BT_3846	1528	1293	1473	1627.357	1446.946	2004.436
BT_3847	20951	20557	19547	14565.355	17829.727	16255.528
BT_3848	17295.718	16516.842	15325	20098.606	19809.528	19342.234
BT_3849	10921.282	8691.158	9560	11169.222	10184.206	10963.453
BT_3850	236	197.944	158	202.091	199.548	235.958
BT_3851	19315.135	15007.217	19563	36248.069	31214.499	28795.839
BT_3852	131107.052	127855.238	145467	115782.549	121862.449	118632.558
BT_3853	2261	2044	2110	1830	2012	1889
BT_3854	154	126	176	440	355	411
BT_3855	77	50	115	173	182	177
BT_3856	36	30	22	35.156	31	43
BT_3857	464	360	582	1466.844	1484	1154
BT_3858	137	85	153	261	298	221
BT_3859	50	91	94	163	132	213
BT_3860	318	307	285	3260	4011.309	2744
BT_3861	299	160	238	662	500	418
BT_3862	124	67	100	469.008	514	364
BT_3863	698	567	683	420.992	465	437
BT_3864	4429	4149	4506	3224.695	3776	3291
BT_3865	0	0	0	0	0	0
BT_3866	13466	10293	14352	30501.289	30869.105	27091.989
BT_3867	1	0	0	0	0	0
BT_3868	1143	856	995	654.17	605	683
BT_3869	6858	6058.18	6820	8374.362	7796.552	6501.485
BT_3870	2967	2223	2805	5111.987	5233.448	4301.021
BT_3871	28433.591	23339	29326	25801.188	25620.18	25933.898
BT_3872	36016.093	32707.411	39678.995	28319.65	32171.092	36198.311
BT_3873	54795.907	38293.589	64679.313	126827.66	133532.003	128957.19
BT_3874	144	129	134	147	95	133
BT_3875	1747.245	1443	1000	1577.579	1080.066	1583.527
BT_3876	3740.755	3483.999	3909	2577.948	3020.083	3814.63
BT_3877	7830	8244.001	7653	8514.461	8870.261	12799.491
BT_3878	6542	7000	7764	6540.254	7429.589	8748.44
BT_3879	203	171	206	338	285	356
BT_3880	871.257	818.717	1015.649	944.04	1351.949	1269.015
BT_3881	911.743	692.283	1075.351	2140.89	2236.051	1869.985
BT_3882	5047.502	3836	4477	8222.619	7138.05	7541.486
BT_3883	1684.732	1490	1714	1507.482	1363.876	1461.4
BT_3884	807.766	707	641	777.804	1014.67	969.086
BT_3885	22960	16316	21811	47879.701	42891.972	32432.085
BT_3886	848	603	710	1241	1115	1328
BT_3887	1	0	0	0	1	0
BT_3888	4417	3427	3727	6478.391	6591.042	6243.996
BT_3889	10649.516	8105.628	10994	18912.85	21471.9	18416.395
BT_3890	14387.484	10835	13839	31890.592	25846.214	24678.63
BT_3891	60	31	39	21	29.087	46.373
BT_3892	11929	8891	12826	7962.89	8315.443	7851.072
BT_3893	1215	1115	1556	918.407	1239.83	1171.142
BT_3894	1931.573	1709	1452	2368.806	2246.421	2379.639
BT_3895	8977.427	7390.001	8732	21043.041	24345.47	18384.218
BT_3896	694	415	384	457.279	316	406.319
BT_3897	3202.187	2809	2600	2184.767	1756	2520.686
BT_3898	1979.707	1442.466	1787	1137.955	1082	1130.622
BT_3899	386.293	371.534	392	104	75	100.373
BT_3900	0	0	0	0	0	0
BT_3901	125	145	131	366	697	394
BT_3901a	6018	4510	6389	11316.723	13273.461	10871.783
BT_3902	1638.854	1305.508	1899.581	1216.706	1017	990.309
BT_3903	4334.58	3089.216	5440.93	2386.587	1925.32	2396.617
BT_3904	1693.567	1317.275	1694.489	1175.708	1189.68	1103.078
BT_3905	4405	3308	3862	7167.989	7429	6287.999
BT_3906	750.998	587.724	520	1534.718	1506.914	1388.288
BT_3907	492.002	436	729	780.282	778.088	738.695
BT_3908	555.367	548	657	833.733	872.821	780.015
BT_3909	2621.633	2075	2998	4553.636	4333.179	3231.985
BT_3910	871	827	998	1699.027	1888	1350
BT_3911	57471.965	52856.675	58389	37085	38445.09	37683.908
BT_3912	10971	9136	7365	8246.258	7538	7562
BT_3913	509	414	396	456.872	491.002	464.001
BT_3914	54	69	23	105.128	76.998	88.999
BT_3915	2	0	0	1	8	13
BT_3916	2372	1995	2911	1318	1090	1081
BT_3917	6664	5695	6301	5735.016	5462	4938
BT_3918	12828.231	10576.005	12795.746	8936.939	9188.161	8726.662
BT_3919	6620.04	5933.079	6778.903	4087.529	5014.437	4352.972
BT_3920	5386.729	3825.916	7029.351	2151.494	2604.696	2515.532
BT_3921	17394.584	12694.274	20676	25738.983	31215.421	28307.37
BT_3922	5298.345	4346.733	5777.079	7199.31	8138.857	7008.156
BT_3923	9390.942	7819.336	11022.488	19425.151	18374.147	15871.443
BT_3924	10365.129	8671.657	9588.433	18977.749	16860.724	15391.928
BT_3925	68379.285	51904.097	74958.149	35886.861	27739.811	33057.727
BT_3926	23074.806	21769.903	22519.851	16565.046	15687.357	17647.77
BT_3927	5827.293	4195	5197	11634.549	8444.315	8492.971
BT_3928	8011.688	6577	7346	13795.817	13954.18	12132.899
BT_3929	7042.749	7418.978	7250.401	5424.007	6260.628	6384.184
BT_3930	1411.64	1370.061	1375.814	866.147	1237.387	1353.218
BT_3931	1158.117	955.961	974.785	1163.723	1206.204	1416.682
BT_3932	19544	13200	16552.902	32876.785	27311.355	24335.016
BT_3933	205	225	186	169	137	172
BT_3934	697	746	683	685	758	760
BT_3935	1370	1176.451	1329.404	1407.522	1363.428	1648.727
BT_3936	1472	1426.549	1208.596	1083.478	1267.572	1661.273
BT_3937	1900	1316	1828	1809.146	1888	2145
BT_3938	6088	4214	5530	12885.209	11150	9824.312
BT_3939	10487	7834	8988	9745.191	8661	10430.994
BT_3940	0	0	0	0	1	1
BT_3941	1295	943	1054	1595	1542	1396
BT_3942	2668	2414	1980	1885	1851.753	1869
BT_3943	3919.364	3415.051	3056.823	5991.038	7611.357	6448.057
BT_3944	18399.192	16223.147	17020.961	50349.048	50048.834	36728.561
BT_3945	7926.144	7170.802	9307.216	12343.986	15208.392	13208.909
BT_3946	3890.863	3071	4090.7	8979.15	10549.109	8997.165
BT_3947	1104.307	828.327	1274.412	1440.641	1766.631	1783.461
BT_3948	4392.071	4267.673	4027.888	3153.736	3913.645	4006.123
BT_3949	50611.44	42135.892	43559.929	24376.982	26370.566	24335.371
BT_3950	23008.284	21002.072	20325.071	20782.364	23973.465	22904.673
BT_3951	924.005	704	969	2190	2346	1793
BT_3952	127	101	152	170	199	191
BT_3953	75	91	103	133	98	81
BT_3954	19	15	33	62	52	49
BT_3955	230	146	134	224	206	125
BT_3956	48	37	50	67	54	47
BT_3957	2053	2037	1957	2782	3430.076	3322
BT_3958	548	424	562	1259.761	1559.366	1692.757
BT_3959	1048	807	1001	3383.249	2930.634	2925.243
BT_3960	70.737	74	117	223	330	411
BT_3961	80	70	88	401	440	446
BT_3962	776	663	861	2040.271	1854	1787
BT_3963	543	320	582	1842.729	1888	1676
BT_3964	86	84	76	290.821	366.003	408.509
BT_3965	316	266	343	1234.182	1113.997	1150.491
BT_3966	1003.559	484	1036	760.443	487	576.638
BT_3967	782.441	678	618	306.557	305	320.362
BT_3968	67	70	61	48	30	42
BT_3969	725	549	791	1523	1572	1335
BT_3970	2648	1811	2262	1474	1117	925
BT_3971	10642	9212	10640	8255.001	7764.216	6982
BT_3972	551.151	545.079	789	673.524	769	715.963
BT_3973	21974.849	16444.921	19764	48676.396	37721.438	35168.612
BT_3974	8479	7425	8744	4712.109	5647	5640.202
BT_3975	2804	2398	1840	2668.026	1969	2161
BT_3976	1665.776	1479.868	1573	745.324	916.487	876.368
BT_3977	2053.224	1808.132	2030	2400.676	2485.515	2546.632
BT_3978	3886	3317	2768	3740.001	3427	3027.115
BT_3979	210	258	211	128.013	154	154.371
BT_3980	987.623	750.077	706	356.702	389.683	420.737
BT_3981	7368.377	6978.923	5521	3290.298	2221.317	3801.892
BT_3982	601	493	489	1350	1498	1312
BT_3983	362	403	398	419	443	564.722
BT_3984	42	54	55	54	39.69	51.146
BT_3985	67	50	56	84	77.31	68.136
BT_3986	110	85	84	86	107.097	63.997
BT_3987	135	115	93	125.037	101.903	100
BT_3988	1203	956	1026	1757	1576	1283
BT_3989	154	109	102	74	90	98
BT_3990	58	89	68	183	176	204
BT_3991	436	305	378	1136.661	899	1005.51
BT_3992	1665	1472	1949	3623	3936	3258.377
BT_3993	141	102	129	118.924	112	104.114
BT_3994	913	582	737	624.293	617	838
BT_3995	28822.027	23900	27864	24780.434	26973.56	26037.488
BT_3996	21171	16364	20068	20560.454	17547.937	15023.684
BT_3997	686	532	704	942.508	918.189	706.457
BT_3998	8203.99	6961	7906	6375	5848.977	6562.805
BT_3999	15564.415	12262.513	14324.075	17749.237	15763.528	15414.297
BT_4000	3631.988	3146.734	2740.925	3068.43	2788.072	3105.325
BT_4001	10633.197	8783.044	9641	4317.696	3376.722	4750.093
BT_4002	10377.457	7958.96	8332	4666.27	4499	5404.572
BT_4003	5350	4410	7226.901	9104.733	13877.397	11341.068
BT_4004	1653	1555	1817.099	1609.267	1674.73	1722
BT_4005	36	61	27	32	67	42
BT_4006	8657.734	7403	11121	10596.184	10602.625	11332.865
BT_4007	38618.81	35799	45810.986	35082.283	41859.415	39683.531
BT_4008	3425.995	3279	3888.014	3666.605	4507.274	4809.946
BT_4009	413	335	275	361	333	350
BT_4010	6670.284	5493.968	5420	3523.434	3002.044	3787.977
BT_4011	1727.716	1594.032	1419	398.137	440.956	577.023
BT_4012	1995	1775	1373	1696	1145	1411.027
BT_4013	217	213	175	272	237.704	234
BT_4014	31	35	60	36	29.296	17
BT_4015	5	0	5	5	7	9
BT_4016	0	0	0	0	0	1
BT_4017	7	0	0	9	9	8.986
BT_4018	32	30	13	49	31	22.014
BT_4019	8	0	0	12	9	5
BT_4020	6	0	1	1	1	3
BT_4021	17	5	15	24	14	33
BT_4022	12	11	18	10.001	10	17
BT_4023	2	0	0	0	0	0
BT_4024	0	0	0	0	0	0
BT_4025	0	0	0	0	0	0
BT_4026	4	0	6	4	14	2
BT_4027	0	0	0	2	1	0
BT_4028	1	0	5	10	23	6
BT_4029	9	11	28	48	22	28
BT_4030	49	19	19	12	12	22
BT_4031	0	0	0	0	1	9
BT_4032	0	2	6	20	13	7
BT_4033	34	10	18	52	54	26
BT_4034	10210	6543	10571.373	18269.971	15856	16034.855
BT_4035	505	486	495.238	1563.029	1497.237	1481.145
BT_4036	1461	1297	1339	1965	2602	2239
BT_4037	33	17	19	57	62	52
BT_4038	171	47	116	161	76	107
BT_4039	43	33	33	93	67	71
BT_4040	39	57	58	46	21	37
BT_4041	16958	14605	15337	17421.798	16705.8	16533.535
BT_4042	1898.289	1750	1741	1038.146	1133.705	1386.891
BT_4043	2488.711	2112	2390	1468.204	1610.495	2001.614
BT_4044	675	561	565	1106.153	1476.786	1169.122
BT_4045	9621	9231	10462	11668.041	13437.214	11932.878
BT_4046	3778	2803	2830.143	2038	1627	1859
BT_4047	111276.09	93378.712	113241	154574.299	163384.42	147721.438
BT_4048	9039.331	7397.953	10154.113	4098.325	4313.514	5548.188
BT_4049	10858.707	8536.047	11170.887	13857.887	16074.047	14716.885
BT_4050	2484.662	1959	2639	3401.374	2889	3171.042
BT_4051	1101	1016	1047	1269	1236	1337
BT_4052	2655	2064	2372	1587	1572.152	1642
BT_4053	6994.783	5387	6573	14389.734	14317.137	11555.784
BT_4054	674.217	551	936	531.993	457	523.216
BT_4055	55	93	56	148	82	103
BT_4056	41	42	51	78	73	60
BT_4057	9606	8067	9028	15646.793	16413	14763.999
BT_4058	7845.597	6853.776	8279.436	8222.339	6190.552	7212.605
BT_4059	19469.504	16903.224	24953.564	11639.602	11642.549	11774.134
BT_4060	9105.397	7842.743	11538.587	4867.457	4661.544	5789.742
BT_4061	1325.499	1052.459	1915.212	456.384	395.777	514.568
BT_4062	2335.985	2191.077	3030.606	1526.949	1527.256	1744.738
BT_4063	2116.32	2179.489	2792.309	797.884	1076.153	1191.302
BT_4064	10928.155	9655.233	13273.693	9620.063	10732.152	11412.797
BT_4065	21092.508	19488.022	21618.388	13553.355	15531.469	17777.344
BT_4066	11088.962	9478.663	10784.205	20425.894	16357.418	16287.601
BT_4067	3140.398	2636.063	3340	1168.698	989.285	1129.159
BT_4068	4801.087	3550.936	3883	1619.477	891.345	1350.027
BT_4069	5160	3934	3792	3916	4257.026	3209
BT_4070	2	0	11	2	3	2
BT_4071	28	23	17	53.024	44.852	29.706
BT_4072	438	552	454	460.976	548.148	482.294
BT_4073	393	374	308	306.609	384	451
BT_4074	455	411	408	448.391	486	576
BT_4075	167	196	149	234	280	302
BT_4076	118	154	135	439	506	507.84
BT_4077	34	12	15	32	29	25.16
BT_4078	15	17	26	37	26	28
BT_4079	36	14	4	52	47	31
BT_4080	59	62	111	169.601	194	206
BT_4081	127	157	149	174.399	254.572	223.728
BT_4082	164	112	119	170	195.428	257.804
BT_4083	53	65	76	67	104	130.469
BT_4084	287	131	162	513	430	424
BT_4085	69	108	81	159	115	114
BT_4086	0	3	0	11	3	1
BT_4087	37	79	49	67	68	92
BT_4088	132	162	125	167.216	217.979	249.333
BT_4089	182	135	124	159.784	184.283	198.993
BT_4090	277	290	303	518	460.737	511.674
BT_4091	266	309	337	291.935	392.678	397.139
BT_4092	306	365	277	280.303	337.322	370.861
BT_4093	673	504	555	1664.682	1897.082	1393.486
BT_4094	341	320	384	328.746	302	248.048
BT_4095	238	222	255	330.333	351	285.466
BT_4096	129	145	157	209	167	161
BT_4097	1179	826	1192	1715.341	1861.517	1602.529
BT_4098	3326.916	2722.418	3060	3778.09	3701.343	4055.868
BT_4099	12826.084	10065.582	12428	9970.687	10571.086	11159.997
BT_4100	7572.214	5967.261	8251	7251.011	7594	7347.215
BT_4101	92346.487	78063.248	97681	81856.48	80935.246	74501.819
BT_4102	340	318.014	304	345.293	386.999	463.456
BT_4103	4550.666	3751.986	4699	4685.27	4345.001	4407.897
BT_4104	3344.597	2807	3156	5637.127	4820	4660.151
BT_4105	630	607	693	400	537	590
BT_4106	5895.34	5572.922	3700.767	3396.793	2972.887	3463.498
BT_4107	10333.66	9706.238	8413.233	7138.207	7306.113	7414.69
BT_4108	1271	1516	909	2564.996	2625	2202.625
BT_4109	539	370	376	600	450	388.375
BT_4110	1121	690	1125	1239	1236	1033.018
BT_4111	5063	4002	4288	7906.105	7822	7282
BT_4112	243	188	172	488	318	313.907
BT_4113	35	11	25	19	10	20.093
BT_4114	88	69	61	66	68	89
BT_4115	146	180	137	207	210.288	220.017
BT_4116	350	276	230	762	549.712	474.983
BT_4117	314	226	317	146	207	180
BT_4118	607	535	724	972	1117	946.406
BT_4119	15	26	20	43	46	25
BT_4120	27	27	15	39	38	40
BT_4121	54	33	55	126	140	128
BT_4122	180	128	167	258	223	211
BT_4123	10	10	5	33	31	6
BT_4124	115	101	93	225	184	233
BT_4125	926	683	676	1731	1838	1775
BT_4126	12600.381	10317.367	12114	10386.264	9727.546	9439.786
BT_4127	8074.998	6191.633	9410	7046.736	6905.912	7194.215
BT_4128	18412	12282	22018.301	18820.956	13553.972	14010.196
BT_4129	24747	25174	24242.699	12827.537	12798.155	15491.476
BT_4130	4939.467	3923	4378.39	6894.096	6252.094	6021.376
